week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence,trueR
1,NaN,NaN,NaN,0.0,0.0,1.0,18.865980373110816
2,3.0670619445866856,0.3588662806669344,8.55658075838441,4540.0,1.069415413,1.0,1.5707612618563105
3,5.2980938296006705,1.9066715761299686,10.80311354165836,25664.0,0.289476181,5.0,3.6890046501145934
4,0.46343500530872717,0.013017563096222817,1.7375649917550509,6718.0,0.130553662,0.0,0.8279879108944432
5,2.4049946897758376,0.7950659689092543,4.8585927266159885,18237.0,0.261770125,5.0,2.6466865619468876
6,4.192487491228382,2.2285448037313436,6.71687726955958,54090.0,0.855804601,14.0,3.9799387379093956
7,0.7574751134666919,0.25569640904484636,1.5930951416153696,24628.0,0.471328681,4.0,0.33171301640737855
8,2.591178956190998,1.641384603840064,3.8043044344092505,65164.0,1.351292897,20.0,2.8623732214840936
9,0.9677416552424112,0.46973537258723,1.590611861491594,46637.0,0.964934668,10.0,0.8450540609723105
10,1.047501244415788,0.5710155443092524,1.7008046688948142,55196.0,1.361479327,12.0,1.2525272006685784
11,3.6216385663553794,2.6657834085623433,4.738657750330263,169780.0,3.390939887,51.0,3.88288441582103
1,NaN,NaN,NaN,0.0,0.0,2.0,18.865980373110816
2,1.071790081356403,0.029878080936169144,4.140691403153702,2744.0,0.088427431,0.0,1.5707612618563105
3,6.810663232783187,3.0976596189312904,12.060023359961571,57462.0,0.720288731,8.0,3.6890046501145934
4,1.006488698163493,0.2151667214817538,2.276782930139081,11508.0,0.189200822,2.0,0.8279879108944432
5,4.03809890070928,2.391860134217731,6.1155399590961546,64712.0,0.966061209,17.0,2.6466865619468876
6,3.0975503392771357,2.0831537071684614,4.338911642864479,82364.0,1.53389093,26.0,3.9799387379093956
7,0.41461467269843166,0.16166956529275195,0.8194528465498344,49417.0,0.853012712,5.0,0.33171301640737855
8,2.598514555982695,1.850969271573914,3.4829411520682725,128096.0,2.490432937,40.0,2.8623732214840936
9,0.6236470823167086,0.34279055204297465,0.9913052011003243,78042.0,1.89951619,12.0,0.8450540609723105
10,1.406485926048712,0.9351315141475315,2.0001645702365307,115166.0,2.560242316,30.0,1.2525272006685784
11,3.050775185348366,2.4103962433358683,3.7956639897772764,260919.0,5.435064364,80.0,3.88288441582103
1,NaN,NaN,NaN,0.0,0.0,6.0,18.865980373110816
