week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence,trueR
1,NaN,NaN,NaN,0.0,0.0,1.0,7.037268127973901
2,4.259842690203874,0.9031276709995697,10.9861090821862,9684.0,1.184939343,2.0,5.287805659295769
3,1.5625214241263095,0.18709675220185998,4.472472793700115,5409.0,0.079441532,1.0,3.1608647425667336
4,3.566130702431625,1.280246912633946,7.1417600020078345,18094.0,0.474045798,5.0,2.0285701963873763
5,1.8429544484174303,0.5913775664614525,3.798263929306268,15334.0,0.229450438,4.0,0.4364675001532259
6,0.8379576360517587,0.17631656148524902,2.0132629022204593,13793.0,0.262800199,2.0,2.560884809775998
7,12.439518120597755,9.665061804425331,16.030297734443423,2.156372e6,35.572672089,77.0,13.441611580670692
8,2.404192314795678,1.8360415992895085,3.073480764631553,186851.0,3.625026334,61.0,2.0683029327167146
9,2.4922700174775367,2.083566349406304,2.9342536807176027,390483.0,7.667214086,122.0,2.4578956314620455
10,0.886010272958933,0.6923413654265345,1.0960650379894339,337284.0,7.187583849,64.0,0.6393885257924676
11,0.6838247031869339,0.5134168849569873,0.8671326101745875,322180.0,6.438972923,54.0,0.7418670758154133
1,NaN,NaN,NaN,0.0,0.0,2.0,7.037268127973901
2,3.8545769340905216,0.9686225243253427,8.82347247018278,11363.0,0.181721284,3.0,5.287805659295769
3,3.4758225401200074,1.3769679634654088,6.402411687101751,20777.0,0.269273213,6.0,3.1608647425667336
4,2.431936704360744,1.1380667110879281,4.313580604755257,25169.0,0.377921658,8.0,2.0285701963873763
5,0.552485038087119,0.1106530871997217,1.2666500830445335,18561.0,0.279074399,2.0,0.4364675001532259
6,3.5279039621048547,2.1255102349412316,5.354053329559285,71355.0,1.150994364,20.0,2.560884809775998
7,11.218105725865634,9.468247280742226,13.127497548100603,2.952423e6,48.433781558,173.0,13.441611580670692
8,1.7915074358280385,1.4570811607683285,2.1354806349381117,366954.0,7.017712417,106.0,2.0683029327167146
9,2.691047136401336,2.368825169249194,3.012791116246687,855330.0,16.480563293,278.0,2.4578956314620455
10,0.7266449421645311,0.6043162007204695,0.8700950540071821,653242.0,13.028218293,113.0,0.6393885257924676
11,0.792659927708248,0.6668459408706375,0.9404270930625164,703369.0,13.79366323,131.0,0.7418670758154133
1,NaN,NaN,NaN,0.0,0.0,2.0,7.037268127973901
2,5.298602899523384,1.9097934722974008,10.282169449402653,26380.0,0.317201703,5.0,5.287805659295769
3,3.3557602625334346,1.5098429291410511,5.859721194436842,26435.0,0.379291562,8.0,3.1608647425667336
4,2.5355108197323393,1.3061526455138783,4.210158118890584,40012.0,0.559305214,12.0,2.0285701963873763
5,0.3937542912863951,0.08351842437439995,0.9451950588403597,25761.0,0.36655318,2.0,0.4364675001532259
6,2.8293965797479608,1.7922960180167555,4.058816069990399,71036.0,1.171283606,22.0,2.560884809775998
7,13.47920341995227,11.73105504845282,15.548818914363814,8.256925e6,135.876042228,272.0,13.441611580670692
8,2.1855622724434665,1.8883706475348503,2.4917423705432005,616802.0,11.194244436,199.0,2.0683029327167146
9,2.4461587284276045,2.206554456438763,2.6874230880079963,1.30034e6,24.332896306,415.0,2.4578956314620455
10,0.6763826647708086,0.5739986523763453,0.7819938452221635,912260.0,18.204803624,167.0,0.6393885257924676
11,0.626810589680407,0.5286221601466661,0.7246849242701981,965648.0,18.779544646,158.0,0.7418670758154133
1,NaN,NaN,NaN,0.0,0.0,3.0,7.037268127973901
2,4.271624279698228,1.5253309349197925,8.508698813477313,19410.0,0.35609854,5.0,5.287805659295769
3,3.5707987660448963,1.7919486170175158,5.935255033280883,34512.0,0.406799215,10.0,3.1608647425667336
4,3.344976344990855,2.014984624529979,4.957583302490046,67448.0,1.184496507,20.0,2.0285701963873763
5,0.38405441216879904,0.11238479105684394,0.8402445498695595,35233.0,0.541452277,3.0,0.4364675001532259
6,2.4932819744154395,1.6589413940031932,3.461208346716025,97243.0,1.493875163,28.0,2.560884809775998
7,13.009421602521297,11.530434464131366,14.631832312827205,1.003112e7,165.364314933,353.0,13.441611580670692
8,2.0938162790531325,1.8455967192363147,2.3650637524596823,805289.0,14.883053135,249.0,2.0683029327167146
9,2.5609609574778665,2.355363955445656,2.765630932843331,1.709888e6,32.034970075,559.0,2.4578956314620455
10,0.6553365125588113,0.5729174950076219,0.7451972859912559,1.284501e6,25.845778367,213.0,0.6393885257924676
11,0.7102908619038553,0.6214906600134054,0.805671589481326,1.278096e6,24.939433435,237.0,0.7418670758154133
