week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence,trueR
1,NaN,NaN,NaN,0.0,0.0,1.0,4.6161341825301125
2,2.9887668591409504,0.40573787803381517,8.435037185947325,4602.0,1.504007796,1.0,3.482341500433088
3,2.089799127951388,0.25200384062875963,5.924457119323192,4990.0,0.106507279,1.0,3.1493517075769164
4,2.430927252699654,0.509296638041343,6.294823716047381,7599.0,0.14641963,2.0,4.474683876941426
5,1.2946261476563967,0.15113770043703345,3.560525675125208,6382.0,0.47289866,1.0,1.3624765841548734
6,3.3140480673588923,1.2268701855077957,6.383501262510822,17574.0,0.347601044,5.0,3.613769343057487
7,2.0801888840421223,0.8132333831320667,4.1150694051610435,17303.0,0.41893362,5.0,0.520221167893094
8,0.5276888369227328,0.06185934025719271,1.5566015157967938,12859.0,0.364156853,1.0,0.17281380635524007
9,4.662702197675853,2.805428288440148,6.914151484171695,72138.0,1.815025024,19.0,3.4557770841852866
10,0.6219276348978213,0.21603868457695038,1.226414492183544,27816.0,1.069479848,4.0,0.5368768738013611
11,0.23510419158264392,0.03011539283572094,0.662109915650351,26101.0,0.638727956,1.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,1.0,4.6161341825301125
2,1.6998222160218475,0.056635322492351446,5.99790685308478,1854.0,0.080539083,0.0,3.482341500433088
3,5.117486127506562,1.3561581099078213,11.006326076180153,16078.0,0.258257882,3.0,3.1493517075769164
4,4.209697677048879,1.6892242847295937,8.164788927833424,23358.0,0.3824724,6.0,4.474683876941426
5,2.1098137834359245,0.8298675620087227,3.8435337363275006,20361.0,0.43097401,6.0,1.3624765841548734
6,3.9278561567068615,2.384675178827869,5.869150363924596,73181.0,1.352080816,21.0,3.613769343057487
7,0.5999201199743714,0.22004856054544428,1.1631087300740188,38353.0,0.845019289,5.0,0.520221167893094
8,0.19558825849604236,0.028585486763774984,0.5663132469642065,32691.0,0.765137881,1.0,0.17281380635524007
9,4.110426211889111,2.8852976134076957,5.413530303131367,130549.0,3.338217058,36.0,3.4557770841852866
10,0.5468889380222672,0.24605350125691214,0.9310809997431201,52096.0,1.591853548,7.0,0.5368768738013611
11,0.258027457440345,0.07403158277616585,0.5525904708796127,47509.0,1.452851183,3.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,1.0,4.6161341825301125
2,3.0436230330302023,0.37500800974398274,8.843439656839106,4866.0,0.113668049,1.0,3.482341500433088
3,1.090345028643797,0.021806452773206322,4.230460000265024,2695.0,0.137535007,0.0,3.1493517075769164
4,7.539558675063903,3.4481603338529343,13.390688535832915,76451.0,1.399786111,8.0,4.474683876941426
5,2.730729562046375,1.2144966187433537,4.771706231320031,25722.0,0.466270039,8.0,1.3624765841548734
6,5.016521128528821,3.4332519805477344,7.050038155057403,136929.0,2.56176572,33.0,3.613769343057487
7,0.903443858117621,0.49729942183246745,1.4775006882624615,60337.0,1.529221124,12.0,0.520221167893094
8,0.30401313685363635,0.09941842585571463,0.6465081312407508,53626.0,1.461059488,4.0,0.17281380635524007
9,3.5986769574548205,2.759191290978745,4.570107178803398,181584.0,4.233005789,56.0,3.4557770841852866
10,0.41405056718662603,0.19982854549184287,0.7244534669989123,85119.0,2.304271839,9.0,0.5368768738013611
11,0.24796569051880882,0.08790148334609821,0.49418467849770364,78526.0,1.891511491,5.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,1.0,4.6161341825301125
2,3.0418228481390788,0.39879022977045364,8.45450486642776,4925.0,0.112073422,1.0,3.482341500433088
3,5.25787583371109,1.81175040320254,10.459070310408626,23759.0,0.365093541,5.0,3.1493517075769164
4,4.484754910901419,2.2100729598564524,7.4592421637856425,41439.0,0.666808583,11.0,4.474683876941426
5,2.2355407696232414,1.1663749900178908,3.730252677215642,38547.0,0.68481531,12.0,1.3624765841548734
6,3.5903049238122158,2.5912609859910543,4.8485028095522305,116737.0,2.314488791,35.0,3.613769343057487
7,0.5238831515475729,0.23534528319194656,0.9279985514635869,60830.0,1.566070406,8.0,0.520221167893094
8,0.28093093879236297,0.08712432268150122,0.5958045189672692,58203.0,1.358093805,4.0,0.17281380635524007
9,4.208374751102619,3.2389256461708777,5.35929003678481,233906.0,5.864053136,66.0,3.4557770841852866
10,0.5878997010915128,0.34706705165586943,0.909116243579265,105233.0,2.895165928,15.0,0.5368768738013611
11,0.24617273634952874,0.09477375301187796,0.4682919028605,95001.0,2.677404618,6.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,1.0,4.6161341825301125
2,4.263931860985696,0.8113793295355972,10.523071838293525,9610.0,0.22018756,2.0,3.482341500433088
3,4.235732187886558,1.4679789131830168,8.495410625800918,21483.0,0.310697135,5.0,3.1493517075769164
4,4.470491666203779,2.4873532953913804,7.319892651980151,48698.0,1.125027093,13.0,4.474683876941426
5,2.0826052868191183,1.1487453916299655,3.2742866707650884,41417.0,0.724546011,13.0,1.3624765841548734
6,3.838291131180813,2.7289091998009365,5.0726729845364655,144987.0,3.031571072,43.0,3.613769343057487
7,0.6350353421872639,0.3389171353611945,1.0371873288166715,75817.0,1.464364561,12.0,0.520221167893094
8,0.23166472365806162,0.07393495166724942,0.44998827944899616,69747.0,1.656166537,4.0,0.17281380635524007
9,4.4949482617697045,3.6094016666874813,5.485632837911127,346498.0,8.530434188,90.0,3.4557770841852866
10,0.5293048324980186,0.3279596633103241,0.8064421576333418,130701.0,3.759641549,18.0,0.5368768738013611
11,0.2154334153701665,0.09803888307593062,0.38050385195547015,121708.0,2.961024244,7.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,1.0,4.6161341825301125
2,4.430569680190257,1.0287512686784612,11.507471564893816,9851.0,0.174048809,2.0,3.482341500433088
3,4.866890903874377,1.9079146514856604,9.602035732817194,27308.0,0.426679835,6.0,3.1493517075769164
4,4.377223193491177,2.4144595521257166,6.85686353478531,52107.0,0.83277008,14.0,4.474683876941426
5,2.3202734051662337,1.3256174556865632,3.583242411467538,52143.0,0.989918707,16.0,1.3624765841548734
6,4.254921136461511,3.1775643463388517,5.464345134964275,195362.0,4.030515068,56.0,3.613769343057487
7,0.5464122393146138,0.29411753389703577,0.8596965133715592,94465.0,1.862082497,13.0,0.520221167893094
8,0.29711608197180883,0.13178880189504175,0.5511548330803582,84941.0,2.154334093,7.0,0.17281380635524007
9,4.336484680848479,3.5477727232422924,5.202098397686306,373843.0,8.965575609,108.0,3.4557770841852866
10,0.5608243983579615,0.362184026654846,0.8192608366795254,162209.0,4.486402296,23.0,0.5368768738013611
11,0.19581412900065778,0.08722771311449878,0.3364568369055995,152197.0,3.893877519,8.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,2.0,4.6161341825301125
2,5.422604268079576,1.8422026780925955,10.50303411499515,27692.0,0.441355411,5.0,3.482341500433088
3,3.37088931105979,1.5201715922298256,5.815121750758695,27679.0,0.405318938,8.0,3.1493517075769164
4,3.99661774560986,2.498776710818768,5.827411571577286,73818.0,1.51372961,21.0,4.474683876941426
5,2.092463538078234,1.3270491425352207,3.0446677127820756,70381.0,1.604248568,22.0,1.3624765841548734
6,3.3753051421552795,2.5861060486917933,4.292646469597051,200142.0,3.877209978,61.0,3.613769343057487
7,0.6185334239667731,0.3769398622352577,0.9253025266911454,118876.0,2.347371016,18.0,0.520221167893094
8,0.28861012638373607,0.132412770475671,0.500128461432722,100940.0,2.401926067,8.0,0.17281380635524007
9,4.12025334279358,3.426403463900508,4.934925875733568,446771.0,10.609493885,120.0,3.4557770841852866
10,0.510688818825279,0.31894509980106706,0.7324990286164091,179307.0,4.775262148,24.0,0.5368768738013611
11,0.15670597515672188,0.07558331729311238,0.2817781416402522,156972.0,3.929142988,7.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,4.0,4.6161341825301125
2,3.008307973865134,0.9588199909241782,6.117290142323198,13215.0,0.22920791,4.0,3.482341500433088
3,1.7388482822757287,0.6080042768879179,3.5656311421050706,14837.0,0.258137729,4.0,3.1493517075769164
4,4.7142031737379515,2.8788196955733376,6.985096372361747,80884.0,1.299458529,20.0,4.474683876941426
5,2.1438252305978795,1.3105405176180178,3.1720866861191745,62450.0,1.117020603,19.0,1.3624765841548734
6,4.705624616202922,3.717164840313586,5.875073918243303,296844.0,5.793511657,79.0,3.613769343057487
7,0.6748526026123857,0.4236255341193167,0.9792109022467108,130316.0,2.713531122,22.0,0.520221167893094
8,0.18869592887649564,0.07464712498593512,0.3561437862533339,119818.0,3.052397117,6.0,0.17281380635524007
9,3.7656112292943584,3.162858303141072,4.429343430262539,434465.0,10.25872584,127.0,3.4557770841852866
10,0.6336923051798748,0.44076300334332624,0.8572559953814973,205528.0,5.792343892,33.0,0.5368768738013611
11,0.15824310640056638,0.07735675753640636,0.28665648343964806,180189.0,4.824753063,8.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,4.0,4.6161341825301125
2,3.491001777543693,1.2658596934113704,7.06181993328431,18837.0,0.341222954,5.0,3.482341500433088
3,2.9702083401469523,1.394940359364347,5.0385231810591815,29645.0,0.749629309,9.0,3.1493517075769164
4,4.42211147588574,2.9676268801559322,6.296811380630829,111825.0,1.824902082,28.0,4.474683876941426
5,1.8983803481792192,1.2584709509487795,2.705712032715002,81131.0,1.662274488,25.0,1.3624765841548734
6,3.840858803830462,3.1112679408200625,4.675429384642021,291314.0,5.381847072,87.0,3.613769343057487
7,0.5394913880376812,0.31342569379409285,0.8071959907372547,145610.0,2.951264187,21.0,0.520221167893094
8,0.21848929645921408,0.09811782010519413,0.38842287517450585,138285.0,3.502153615,8.0,0.17281380635524007
9,4.089007320503495,3.5140317458265686,4.741319210824206,529112.0,12.435105877,155.0,3.4557770841852866
10,0.6204975809080403,0.43904407282547847,0.8179715565826998,241080.0,6.470090642,38.0,0.5368768738013611
11,0.17804377758867626,0.0900451280707011,0.30247542262168453,205942.0,5.28339222,11.0,0.12427919343627249
1,NaN,NaN,NaN,0.0,0.0,1.0,7.65291147437966
2,3.0652026707877886,0.29082862433211953,8.351087704582342,4587.0,0.109325107,1.0,12.111621382277903
3,8.839154502294411,4.581634845123878,15.097810092160442,141649.0,2.056908501,11.0,8.83040956686756
4,1.9098786068496296,0.837525667898599,3.481021705715833,22766.0,0.389041012,7.0,1.923842084128382
5,7.079613023032838,5.44805213627014,9.12107631254281,366206.0,6.560099627,61.0,6.9761719370101485
6,4.754127024648149,3.9341909999675755,5.611903148199078,488645.0,8.872406041,130.0,5.461398243566796
7,3.741687067062785,3.300427565613663,4.204445162045713,835924.0,17.022412962,262.0,3.855551283783004
8,3.893815370710171,3.581478284727699,4.219387257902578,1.975321e6,44.450348655,612.0,4.265369153643315
9,4.375276223833569,4.14774676095614,4.609356035504773,5.542498e6,125.325259519,1574.0,4.274150525975779
10,0.6923970072943345,0.6350958936652717,0.7489143222441358,2.860362e6,70.69142524,505.0,0.6792149139938619
11,1.4492991061136307,1.3721161858661104,1.5277601194764443,4.497596e6,113.296886171,1249.0,1.3686208490931802
1,NaN,NaN,NaN,0.0,0.0,1.0,7.65291147437966
2,8.201344790525713,3.0870198651825436,15.920611715458433,83150.0,1.108486701,6.0,12.111621382277903
