week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence,trueR
1,NaN,NaN,NaN,0.0,0.0,1.0,3.7560775611566033
2,2.969853124074912,0.3780778018665461,8.315331402389127,4544.0,1.446109723,1.0,2.9299135869831425
3,1.0796318544913672,0.020559888570525122,3.697365721717622,2785.0,0.092038124,0.0,1.0624655653297395
4,4.216464951449229,1.0823552479205707,9.930545469127514,12785.0,0.276038506,3.0,4.0165884936738765
5,4.463017508111704,1.919795276502911,8.537992196203126,26026.0,0.533121255,7.0,7.006631055222567
6,8.696166177331412,6.306855626401145,11.934926366704953,406730.0,8.430419854,43.0,8.634805210002883
7,2.6434521159132216,1.927561590339014,3.45115156466846,137371.0,3.38338614,44.0,3.5754022796975535
8,1.4768837226948046,1.0717990005750033,1.9209794199142864,168449.0,4.671122455,44.0,1.2356915423234685
9,3.072146880937743,2.5725049962339837,3.6468344918484976,426416.0,11.244673283,130.0,3.0410018447539
10,2.785339728698356,2.408497907182868,3.179329249228773,651924.0,15.809666366,207.0,2.848487556841856
11,0.7481880439069644,0.6053251051342272,0.9101670017245572,504080.0,12.425375283,88.0,0.6592031564845022
1,NaN,NaN,NaN,0.0,0.0,1.0,3.7560775611566033
2,1.5236680375322516,0.0347589216459309,5.2915171300608765,1841.0,0.093214751,0.0,2.9299135869831425
3,2.85137167193119,0.3164911212293043,7.945449676143609,4950.0,0.084160766,1.0,1.0624655653297395
4,7.248403228312754,3.0531631924880096,13.784267620137715,60880.0,1.297558978,7.0,4.0165884936738765
5,4.117512018970449,2.191335896511852,6.861999100278572,42301.0,0.990876356,12.0,7.006631055222567
6,7.913325163640124,6.039928895877359,9.947581561750564,535847.0,11.690486415,70.0,8.634805210002883
7,3.8199005962981722,3.117943256704426,4.57138104760911,360158.0,9.092835595,113.0,3.5754022796975535
8,1.22436008780895,0.9554211619424122,1.5048800100196218,320016.0,7.708309236,74.0,1.2356915423234685
9,3.254386314577923,2.886290787477669,3.6343259368742205,943377.0,27.239732742,283.0,3.0410018447539
10,2.7694490711013606,2.503565362180711,3.0451160593295414,1.253169e6,36.373947965,430.0,2.848487556841856
