week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence,trueR
1,NaN,NaN,NaN,0.0,0.0,1.0,9.682898782120832
2,1.6558700678978482,0.03872671787901152,6.338106990850306,1865.0,1.018465485,0.0,1.8286802000447737
3,4.029910817086914,0.8590931814340148,10.047443868484077,9616.0,0.150148235,2.0,9.856904638818797
4,0.913795324722394,0.02823089134321633,3.2912067764932567,3389.0,0.056663481,0.0,0.853428506469901
5,5.807708121096297,2.6654816537808523,10.305197624034934,38868.0,0.505727968,7.0,3.1260836531068703
6,2.0283872202896918,0.7274690929777687,4.2001583407797645,18681.0,0.313559176,5.0,1.6871459510084297
7,8.843516149231817,6.636381270838992,11.548044729849524,553543.0,9.911777798,56.0,8.002810318796046
8,1.9840357530382449,1.4153323398222857,2.6054686451496734,131918.0,2.444359621,40.0,1.7472984759137598
9,3.0111063344656026,2.47734929661413,3.5731985961979107,349100.0,7.459740458,109.0,2.934063288489119
10,2.2096534524165636,1.8806242115023892,2.572725083293304,423103.0,8.417581701,139.0,2.747555997313048
11,9.969837866523383,9.421637311015623,10.566727662024253,1.7889014e7,344.786980314,1440.0,10.566689505500511
1,NaN,NaN,NaN,0.0,0.0,1.0,9.682898782120832
2,3.0683852150595263,0.34853144850642354,8.514758698772422,4506.0,0.136423147,1.0,1.8286802000447737
3,9.013092392562314,4.365713186222186,15.183135348195645,141858.0,1.833739388,11.0,9.856904638818797
4,0.9715896472186173,0.2834081728160173,2.0899118200558515,16152.0,0.222120944,3.0,0.853428506469901
5,2.477057274412801,1.3561252827723436,3.989005765724747,44940.0,0.645983434,13.0,3.1260836531068703
6,1.0268659449634994,0.45717299965566705,1.8436603672672134,30793.0,0.476230837,7.0,1.6871459510084297
7,8.165935096196899,6.570707060469744,9.878360755604445,807728.0,13.938834178,102.0,8.002810318796046
8,2.1836106196567457,1.7394018472191677,2.7066289202287743,238312.0,4.317407774,82.0,1.7472984759137598
9,2.9483154518095946,2.5533058022384063,3.3640208613051623,595101.0,11.228141664,202.0,2.934063288489119
10,2.320039779691513,2.057920521833964,2.5997169665694955,894771.0,17.480197546,276.0,2.747555997313048
11,10.427258915307254,9.966416717240238,10.870155370588348,4.0168849e7,766.066561284,2962.0,10.566689505500511
1,NaN,NaN,NaN,0.0,0.0,4.0,9.682898782120832
2,0.6734109658757867,0.018969027335215966,2.717120586136254,4327.0,0.170647623,0.0,1.8286802000447737
3,9.71655253510712,6.167139458277546,14.38438943309329,351574.0,4.533688695,24.0,9.856904638818797
4,0.7645249962467775,0.27063863917618347,1.5398231229009274,29745.0,0.623135127,5.0,0.853428506469901
5,1.7149635966745103,1.0287272036015105,2.5312333873700577,61474.0,0.8522446,17.0,3.1260836531068703
6,1.4819483997086993,0.9069324517302233,2.2459672996163027,67206.0,1.222059949,18.0,1.6871459510084297
7,7.369080848930961,6.221027608653377,8.570420562980136,990083.0,16.717849126,153.0,8.002810318796046
8,1.7066766543164609,1.4055775179503294,2.043099683255936,350288.0,6.618356871,98.0,1.7472984759137598
9,3.2037520759238745,2.848937161876141,3.57313153390863,974843.0,18.342215612,313.0,2.934063288489119
10,2.576875983650135,2.338289535546142,2.8280739358484843,1.435084e6,29.068782946,453.0,2.747555997313048
11,10.14274492828843,9.823148498593644,10.48215406593919,5.5437406e7,1052.841697359,4393.0,10.566689505500511
1,NaN,NaN,NaN,0.0,0.0,6.0,9.682898782120832
2,0.9445262207838336,0.1357785262857778,2.7070060788748207,7675.0,0.153558288,1.0,1.8286802000447737
3,7.243530848865963,4.753830407704186,10.38633237375431,173972.0,2.310470643,25.0,9.856904638818797
4,0.66956606449754,0.24380972202834578,1.2821836763244476,32451.0,0.43567795,5.0,0.853428506469901
5,1.9781054730164012,1.2285617842974805,2.8919109040426614,75472.0,1.034273545,22.0,3.1260836531068703
6,0.9181402890466092,0.5000443954933279,1.518786431597688,59027.0,0.91102304,12.0,1.6871459510084297
7,8.40532044453557,7.245554837010111,9.756950725826968,1.589477e6,26.8425524,187.0,8.002810318796046
8,1.9072168074465121,1.5764683088073153,2.2434349079638736,418785.0,7.558060432,129.0,1.7472984759137598
