week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence,trueR
1,NaN,NaN,NaN,0.0,0.0,2.0,12.176159050694793
2,3.003958025996391,0.5615490487887532,7.172990818148131,7957.0,1.122129246,2.0,5.18280167812777
3,2.4202273657925595,0.648078780778545,5.331233294864,11057.0,0.132709577,3.0,2.7009127215556124
4,4.7453688489998225,2.6123763599501917,8.028101930839073,50784.0,0.806227739,12.0,7.474910976874966
5,1.9420114615345876,1.0303125957754387,3.2910480237756086,33444.0,0.442030433,10.0,1.1319413258809132
6,1.7537687893178766,1.0047041059634767,2.7849021009816926,49016.0,0.889829713,14.0,2.757044768702919
7,2.0136675466713814,1.2663429737498486,2.9381658503469708,74054.0,1.274841429,22.0,2.094930095831797
8,0.8672931223093441,0.48025174926537423,1.380636879230292,64874.0,0.981136782,12.0,0.9889804153080077
9,0.965453212912159,0.544713807119867,1.4936840480561602,65204.0,1.23076639,14.0,0.727050194213887
10,1.3042279206557261,0.7969496672280261,1.9179209320414197,75885.0,1.305896092,19.0,0.7723965559168933
11,2.340030167533939,1.6727778377590345,3.0687241429561443,128850.0,2.252964311,40.0,2.4959084233583537
1,NaN,NaN,NaN,0.0,0.0,2.0,12.176159050694793
2,4.698274112803969,1.4901851879763524,9.93311700552543,17768.0,0.223144452,4.0,5.18280167812777
3,3.0023331957884345,1.1956656407819704,5.702119727131798,20215.0,0.25057777,6.0,2.7009127215556124
4,4.531856280314733,2.74375365624147,6.750514293833164,76400.0,0.956560454,20.0,7.474910976874966
5,1.765825921815237,1.0586030072931396,2.706879077656836,53508.0,0.706982798,16.0,1.1319413258809132
6,2.4501426401719475,1.7453405753762345,3.3193585724807604,109454.0,1.755999255,35.0,2.757044768702919
7,1.8984459389917558,1.364111387639698,2.5458442537487542,139993.0,2.144281257,41.0,2.094930095831797
8,1.090463245168597,0.7290190102899374,1.5029041459889854,137844.0,2.168519173,32.0,0.9889804153080077
9,0.986717863921796,0.6728501914791609,1.354263835607588,151527.0,2.785772314,32.0,0.727050194213887
10,0.7786923559387406,0.5149841973209571,1.113490908149805,133936.0,2.372744061,25.0,0.7723965559168933
11,2.237310059202679,1.7466500202294424,2.768052355594041,230722.0,3.794720991,74.0,2.4959084233583537
1,NaN,NaN,NaN,0.0,0.0,1.0,12.176159050694793
2,7.293781753908264,2.744540594041205,14.695628623021985,51214.0,0.558299428,5.0,5.18280167812777
3,3.0801816916953175,1.2650532978063718,5.768908578401127,19597.0,0.241064061,6.0,2.7009127215556124
4,6.08127758464147,3.9706216703789465,8.520984079825745,142514.0,1.785156443,30.0,7.474910976874966
5,1.2161487307291658,0.6766608209906207,1.9314700455640328,54505.0,1.000868985,14.0,1.1319413258809132
6,2.7235576118380393,2.017579597442363,3.563579489183873,148866.0,2.351223737,48.0,2.757044768702919
7,2.1123550621045384,1.61487790623888,2.7277724325062724,189696.0,2.925084478,59.0,2.094930095831797
8,1.093725493844029,0.7750193799841192,1.425236649482345,187842.0,2.812517569,43.0,0.9889804153080077
9,0.8889650418079672,0.6236553649859851,1.2088252814652698,196614.0,3.243148508,39.0,0.727050194213887
10,0.9435188620948898,0.6873405599327342,1.2425455169691506,194142.0,3.460299039,41.0,0.7723965559168933
11,2.6729674254821854,2.2146851114002284,3.147830335914118,394343.0,6.510486362,125.0,2.4959084233583537
1,NaN,NaN,NaN,0.0,0.0,3.0,12.176159050694793
