week,date,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI,trueWeeklyI
1,2018-05-03,NaN,NaN,NaN,0.0,0.0,2,5
2,2018-05-10,1.0129298469941979,0.02303940252136967,4.01791609105742,100002.0,0.092780672,0,0
3,2018-05-17,5.929240965815932,1.9170713143304074,13.101988739556061,351970.0,0.655742952,6,13
4,2018-05-24,0.3816994902760926,0.009932490818117706,1.4575223817657845,100002.0,0.133512331,0,0
5,2018-05-31,0.4572621512078239,0.011969878048017493,1.7391152684601514,100002.0,0.162978374,0,0
6,2018-06-07,4.333703912724948,1.5429879582669486,8.99067183200871,211926.0,0.298781923,6,12
7,2018-06-14,0.34878705008936567,0.008575550351833461,1.314714837575264,100002.0,0.228171807,0,0
8,2018-06-21,1.2913560334413812,0.2450799415978425,3.320971170826858,116959.0,0.354987449,2,5
9,2018-06-28,2.2196928034104926,0.6541079854767391,4.9301633189478595,138659.0,0.211921547,4,7
10,2018-07-05,1.3872049329452263,0.34943856213105234,3.238073455209365,120137.0,0.17123004,3,6
11,2018-07-12,2.7819994185565884,1.1429877044074446,5.334021478310482,155075.0,0.239495149,8,17
12,2018-07-19,1.0054152808968786,0.3082063346050223,2.176810379932746,114671.0,0.163178434,4,8
13,2018-07-26,1.935321318504693,0.8676738806397107,3.5255806338038758,135019.0,0.209572982,9,18
14,2018-08-02,5.4260555684724645,3.44468435881831,7.989774482040653,253401.0,0.327843483,36,73
15,2018-08-09,2.825021500827478,1.9802305435666665,3.8643840182578177,159246.0,0.211444398,48,96
16,2018-08-16,0.528059302693791,0.295070911659114,0.8364741094410048,108977.0,0.151794722,15,30
17,2018-08-23,0.6794016585020773,0.40358342105668266,1.0375394949035335,111279.0,0.186132528,18,36
18,2018-08-30,0.4195775713914035,0.1981116698780968,0.7303162836143213,106538.0,0.169711088,9,18
19,2018-09-06,0.8437448193718947,0.46113856431739425,1.338460762390959,114065.0,0.188659176,14,28
20,2018-09-13,1.4962952097749023,0.9134273010161563,2.233668538854861,127399.0,0.205466078,22,44
21,2018-09-20,2.3659456327289945,1.6257521027930915,3.2768648956018,147434.0,0.226618765,40,80
22,2018-09-27,0.963269396444273,0.6058358461274601,1.408408127777781,116953.0,0.158164963,24,49
23,2018-10-04,1.3586959061127848,0.9277304005255567,1.8866917958417033,125277.0,0.198202057,36,71
24,2018-10-11,1.569851814394548,1.119331829838138,2.0991029203343086,129727.0,0.200320866,47,94
