week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI
224,1.4102868799169257,0.6246425659368587,2.541442314720997,110916.0,0.824332586,8
225,0.7902286846037653,0.25029877253598953,1.6519749174351133,105252.0,1.021904163,4
226,0.3123580760579639,0.03849245441377979,0.8874951459612246,101228.0,1.027203758,1
227,0.458084116155702,0.09535474264531311,1.1288993413572155,102577.0,0.823907827,2
228,0.6534234554892838,0.17908080812402857,1.4597015747433808,103989.0,0.850825057,3
229,1.1823600360279074,0.45942306030135605,2.2510191543015394,108498.0,0.86180117,6
230,1.04371613953879,0.3703621762395674,2.091543015026836,107395.0,0.856085301,5
231,0.3579019543120217,0.039384736712375606,1.012568729540813,101488.0,0.80107951,1
232,0.8059957752822621,0.21374341032652877,1.8201281320964804,105075.0,0.834749851,3
233,2.266240547791207,1.0436783760104704,4.040397353108222,118186.0,0.881189483,9
234,0.9372087212510674,0.2540424433800539,2.1084626715889296,105843.0,0.81368129,3
235,1.315029933856211,0.41062951683223164,2.8003542009368894,109012.0,0.855017721,4
236,1.2990161639165096,0.4016265288363944,2.7617784534815364,108951.0,0.910260848,4
237,0.9443940900350359,0.2500329478775276,2.1269070164978343,105912.0,0.797998357,3
238,1.1068824145977896,0.3551744530824703,2.3221808817697904,107549.0,0.824888171,4
239,1.5115383707709478,0.5776210939400479,2.9267723602742732,111133.0,0.822405884,6
240,0.22814887673267606,0.006023548997674896,0.848611999173063,100002.0,0.763763367,0
241,0.710465783974328,0.1415888724107236,1.750055157442872,103943.0,0.784797851,2
242,1.110000606365268,0.35015585136661775,2.3584614699634314,107574.0,0.820080132,4
243,0.6710123387106686,0.13000826381929134,1.6474310017876894,103716.0,0.777853924,2
244,1.5983721921216782,0.5616146137810427,3.2181633631232187,111675.0,0.830001347,5
245,2.6344586288067995,1.1957430914284362,4.7198292272619105,121790.0,0.842300206,9
246,0.26351254133032376,0.005953106943376221,0.9810675363266819,100002.0,0.75575163,0
247,1.065371900634379,0.2829268766137541,2.406357086089386,106844.0,0.806018203,3
248,1.30129621190515,0.41141651977814,2.755988337044704,108880.0,0.804362986,4
249,2.10008457795093,0.8612281543242387,3.948571827875599,116410.0,0.838535759,7
250,2.76662953754109,1.2627254064137274,4.9794663536514365,122851.0,0.838980914,9
251,1.8785580841382987,0.7801882953538896,3.5109746085150664,114272.0,0.811596446,7
252,1.6982395076880565,0.7084600049093168,3.1535130561300457,113014.0,0.812219456,7
253,0.7996715717328389,0.21716003584635682,1.7930372079453252,105004.0,0.783895957,3
254,1.2661047694226326,0.48836742751673656,2.423853402622847,109296.0,0.807457318,6
255,1.2342042856977171,0.4843945713537059,2.3572802922334364,109075.0,0.814625414,6
256,0.9436035950029745,0.2966298331064125,1.978905214433628,106295.0,0.787361146,4
257,2.1538959868111363,1.0990122298314438,3.5799956188728417,117443.0,0.843665722,12
258,0.6182148804192276,0.16235535411654217,1.376138783205643,103884.0,0.777051608,3
259,0.44532725333699885,0.0886904676757678,1.0887782861077493,102451.0,0.784221745,2
260,0.30623217459619195,0.038876908918211904,0.8677145893374578,101232.0,0.789851914,1
261,0.9970693916800019,0.35327193775200355,1.9881238392959435,106952.0,0.812360801,5
262,1.579513750420962,0.7016504079490351,2.8418422088723294,111921.0,0.820720445,8
263,0.7414550859530081,0.1994650367620172,1.6606355248970672,104524.0,0.784188681,3
264,1.0788621078193756,0.3866202944808337,2.1510613193862143,107713.0,0.798578278,5
265,1.5017523807472322,0.626947912063941,2.7782829965129534,111294.0,0.821493823,7
266,1.1525313418349252,0.4085864404572168,2.3207066020335114,108256.0,0.797063147,5
267,2.2391768809599046,1.1058818672671882,3.807273320228993,118375.0,0.844129428,11
268,1.5164060593442377,0.5833223799110793,2.931419514625228,111229.0,0.806681403,6
269,1.7845210592145486,0.784609958599789,3.243087632497158,114024.0,0.81969436,8
270,1.0595891218210947,0.37439820340720115,2.1268066022208645,107462.0,0.79017748,5
271,0.6233134136672034,0.16765740883616426,1.3974222094114073,103917.0,0.785684251,3
272,1.218295615447034,0.5168488725979681,2.2541903177947575,109042.0,0.812708838,7
273,0.31428331737870324,0.03654262036723891,0.8905250353865358,101277.0,0.785787933,1
274,0.4518441962564593,0.09030357399748723,1.1071024804370047,102516.0,0.784454938,2
275,0.7570607471849975,0.23524320829487447,1.5894736715464455,105190.0,0.806173015,4
276,1.2905030144250895,0.5395343473765247,2.4046951222808532,109592.0,0.802052992,7
277,0.8284621889873411,0.2654646682916458,1.7404321295472842,105531.0,0.80795889,4
278,0.7784059891868759,0.20302626622608205,1.731104189779082,104812.0,0.790151761,3
279,0.8123494390078969,0.2128303915303409,1.8241883876977956,105195.0,0.801226488,3
280,0.6884723695895152,0.13813011889654328,1.7026593636432317,103800.0,0.794482276,2
281,1.2039764467111578,0.3791392652307684,2.5511604905949112,108047.0,0.810374645,4
282,0.7096808137408696,0.14330758696191648,1.7554725610310438,103910.0,0.791774695,2
283,0.7986267931017168,0.15848774921986453,1.9798968916968949,104536.0,0.799810777,2
284,2.010756550690832,0.8319155602353242,3.7830812710038093,115520.0,0.823974992,7
285,0.7286561717864596,0.14854092923021708,1.8024869496221334,104059.0,0.77835901,2
286,0.7529687651780558,0.15166783620348198,1.84834755442783,104239.0,0.797976598,2
287,1.693548347466013,0.5950496772959297,3.43447303324047,112399.0,0.837470527,5
288,1.4507337023402136,0.45603943563503657,3.0741072065950488,110129.0,0.805035556,4
289,1.1485679402203228,0.3029855844165239,2.5924355053000996,107273.0,0.790367693,3
290,1.6863571106506852,0.5937556461160559,3.3885716409689155,112100.0,0.821683082,5
291,1.577761002629767,0.5647234594662924,3.1748371314037116,111429.0,0.812099818,5
292,1.3181899705819975,0.4121702534388002,2.787432650692542,109063.0,0.811861454,4
293,1.4799258223477685,0.5198820562976499,2.9708623323825245,110700.0,0.815484205,5
294,1.3780945100460558,0.4879792491142535,2.7770309787439698,110005.0,0.812101181,5
295,0.4937114587313078,0.05661133145326613,1.40915382800057,102099.0,0.779555053,1
296,0.9225367358503782,0.2510355529587782,2.0796291842563885,105929.0,0.808129972,3
297,1.5399414945489796,0.6023553390217957,2.975970000525609,111343.0,0.818560248,6
298,0.6827752977361827,0.13666060278737105,1.6823013984289459,103853.0,0.838377434,2
299,1.5913268814543677,0.6209248170740722,3.094296017669299,112060.0,0.831589602,6
300,1.7708130301655118,0.733883395625269,3.2957432179577117,113687.0,0.813447686,7
301,1.1213121449272954,0.35602662905519966,2.374969874229432,107549.0,0.790539712,4
302,1.3580630779740717,0.47228446180469735,2.7568087734490714,109758.0,0.801836482,5
303,0.8859923183221263,0.2359476841367195,1.9845902379668445,105590.0,0.795751985,3
304,0.8941157971734377,0.2400285464769446,2.0052630545535863,105608.0,0.791295926,3
305,1.8186266673163993,0.7560244034289855,3.4122590921475373,114138.0,0.822132834,7
306,1.8603322470994668,0.824031883172862,3.377172114399135,114465.0,0.820807642,8
307,0.7781538912406171,0.2033966918261154,1.7537841434766233,104738.0,0.780091003,3
308,1.2008586452043122,0.4306415939716962,2.4008603092724585,108548.0,0.812725626,5
309,1.2999435363558247,0.5074185840106895,2.4955686651450892,109389.0,0.815452155,6
310,1.317437914006551,0.5128618093009951,2.5399365353562606,109795.0,0.818925005,6
311,1.3658368226526592,0.5304569756260313,2.616589640556302,110095.0,0.814917353,6
312,1.3197625166447766,0.521913833338177,2.532622782973112,109697.0,0.809238634,6
313,1.290829066366165,0.5060885340068706,2.476636047611029,109484.0,0.811496511,6
314,1.5554356485257195,0.6871548970348625,2.80098148862498,111900.0,0.81853498,8
315,1.1232736474336698,0.44351061184820273,2.143609004489776,108264.0,0.802819237,6
316,1.4654711414567263,0.6526845166324057,2.6542509653572517,111207.0,0.818098347,8
317,2.3353808624720678,1.231951372986948,3.8348843940810524,119248.0,0.83986672,13
318,2.266296868544112,1.2344658461545384,3.6669409116617837,118972.0,0.821640905,14
319,1.8126912048121584,0.943192357897806,3.0066490317954058,114647.0,0.818635227,12
320,1.4203936566091655,0.6906818893333817,2.4383821035531845,111032.0,0.80183385,10
321,1.199979479290356,0.5601362864567369,2.096673156829786,109323.0,0.806864602,9
322,1.4539073349698335,0.752900177422696,2.4001054931363495,111579.0,0.81943339,12
323,1.2464875226722012,0.6348261641948955,2.0980052539260097,109634.0,0.837078292,11
324,0.8761173387372561,0.38851703385320735,1.5661312775579959,106620.0,0.805429499,8
325,0.6573851650013409,0.26029154695640916,1.2347223326656502,104648.0,1.066513639,6
326,1.3488524421558687,0.737798755198271,2.1608431592846102,110746.0,0.825553649,14
327,1.1396938809898616,0.5906929786983517,1.8658931041352493,108739.0,0.788669618,12
328,0.9026702132872955,0.42805709130653,1.5677333141520264,106689.0,0.783219841,9
329,0.8517899632521689,0.3853611600585087,1.5098775747928477,106318.0,0.795591602,8
330,1.2585127415278639,0.6516278128203316,2.0695453317944037,109825.0,0.803559632,12
331,1.3517008821554728,0.7239625798584508,2.2032617867703457,110697.0,0.810844773,13
332,0.7557369699620906,0.3253674350739021,1.3816299189331571,105574.0,0.776074592,7
333,1.5465871031906844,0.861066093213714,2.4514151278284446,112443.0,0.828477021,15
334,1.64418250031194,0.9385726135252416,2.575667322773443,113549.0,0.809646825,16
335,1.2038429062573188,0.6242829676977864,1.9839132334492464,109314.0,0.794247476,12
336,0.9483447256093914,0.46172538440578753,1.6116870100170664,107097.0,0.794324578,10
337,1.492155336012492,0.8473406258722755,2.3400664332538104,112120.0,0.814136452,16
338,1.733569668156452,1.0272882303340165,2.6301423088464566,114438.0,0.81008162,19
