dailyI
1
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
1
0
1
0
1
0
0
0
0
0
1
1
0
0
1
0
0
0
0
0
0
0
0
0
2
0
2
0
0
0
0
0
1
0
0
0
1
1
0
1
0
1
0
0
0
0
1
2
1
0
1
0
0
0
1
0
1
0
0
0
0
0
1
1
0
1
0
0
0
1
1
0
1
1
0
1
1
0
0
0
0
1
1
1
1
0
1
0
0
1
1
1
0
0
1
3
0
1
0
1
1
0
2
0
0
1
2
1
0
1
0
2
0
3
1
1
2
1
1
0
2
2
0
0
0
3
2
0
3
1
1
2
0
0
3
0
2
2
5
1
2
1
2
2
4
2
4
1
3
1
2
4
1
6
2
1
3
1
6
2
0
2
5
0
3
6
8
7
3
3
1
6
2
5
3
10
6
4
5
8
10
6
7
10
4
7
10
9
7
9
15
14
9
15
11
9
8
15
10
12
11
22
19
16
10
15
18
11
19
19
9
15
23
23
22
23
24
18
23
22
22
18
24
27
21
29
25
28
30
22
34
26
31
32
35
33
23
35
41
39
39
36
40
36
56
45
46
46
40
52
57
50
59
67
55
54
59
58
71
68
65
72
81
73
64
63
77
63
84
80
108
85
89
102
99
82
117
94
94
112
112
99
110
117
138
142
138
169
109
130
161
173
170
79
79
87
68
89
97
100
96
92
96
87
79
80
65
84
78
80
76
61
64
74
69
68
64
70
59
42
64
68
56
47
55
52
54
61
