"","t_start","t_end","meanRt","quantile0025","quantile0975"
"32478",9,9,5.83651938268272,5.07201463492254,6.65390615426438
"32479",10,10,0.795262621811808,0.630593799636594,0.978745327270534
"32480",11,11,0.478529045764721,0.35948574699579,0.614336518798526
"32481",2,2,2.41006944080605,2.0883868658284,2.75445735270303
"32482",3,3,1.51372540631791,0.312166570202568,3.64539775844847
"32483",4,4,3.3679125465332,1.35407551881618,6.28330948736644
"32484",5,5,5.00755414517356,2.96779394863087,7.5721582049449
"32485",6,6,5.09125445852093,3.7274381467722,6.66440122866244
"32486",7,7,2.02485276345049,1.49296658350712,2.6365285687524
"32487",8,8,5.99501922781842,5.2238561163281,6.81849861218561
"32488",9,9,0.724551313981461,0.569905571097595,0.897479720099609
"32489",10,10,0.412795772662828,0.303306807072603,0.538896570056645
"32490",11,11,2.65242644944854,2.30815733100883,3.02027682666431
"32491",2,2,2.34486351521243,0.483567229618973,5.64696884028371
"32492",3,3,3.3709782190637,1.23708959486653,6.55561554869982
"32493",4,4,5.17615332862112,2.95861886430811,8.00369789140353
"32494",5,5,6.84518390382164,5.14231282461956,8.78786039683178
"32495",6,6,2.21499616675615,1.67761646601711,2.825894363698
"32496",7,7,6.58726496785139,5.83297257983639,7.3867567757704
"32497",8,8,0.789672870934411,0.643883854097327,0.950117023227695
"32498",9,9,0.43084403141576,0.331072383455128,0.543555578379625
"32499",10,10,2.47929528402347,2.18760610300644,2.78897392126595
"32500",11,11,2.43387476674534,0.663148958004648,5.33461117440295
"32501",2,2,2.40460417914763,0.882447353997542,4.67628668027028
"32502",3,3,5.56854084554959,3.40140941508892,8.26116800178477
"32503",4,4,6.79629420306795,5.24523638353015,8.54519726374715
"32504",5,5,2.01621595776572,1.54931570133234,2.5436709137187
"32505",6,6,6.27649933519854,5.59179437623333,7.000177420419
"32506",7,7,0.83461901355693,0.69198210685667,0.990423200158147
"32507",8,8,0.47338127495842,0.374188253775987,0.584060174847333
"32508",9,9,2.35598799796449,2.09171936262243,2.63574915536858
"32509",10,10,2.52991041701837,0.928432534846566,4.91997247945135
"32510",11,11,1.01888972099531,0.277613156614145,2.23322110297987
"32511",2,2,4.91659534738272,2.96011157296392,7.36137504077827
"32512",3,3,0.895313505625768,0.386532824250972,1.61410200482352
"32513",4,4,0.198989389247373,0.0240985382037552,0.554348957733547
"32514",5,5,0.485778740168489,0.10017925481253,1.16986655777926
"32515",6,6,0.788459285295616,0.162599259950196,1.89879069165923
"32516",7,7,2.34805216735223,0.944038751833896,4.38061804043646
"32517",8,8,0.990614444357206,0.26990909537975,2.17124683512767
"32518",9,9,1.61301716657912,0.523742283393717,3.3039716692937
"32519",10,10,1.6415596362967,0.659992112465689,3.06255791809028
"32520",11,11,3.46655824557046,2.01939792471437,5.29832791567426
"32521",2,2,0.432381259252627,0.117809340666096,0.947701142526707
"32522",3,3,0.359838758024051,0.0742074027756187,0.866574212488489
"32523",4,4,0.396472691604734,0.0480146822979832,1.10450222593364
"32524",5,5,1.26753527362191,0.345360701142621,2.77820696734345
"32525",6,6,2.45922552173487,0.98873620624647,4.58802740237308
"32526",7,7,0.959906863079361,0.261542312994115,2.10394139753413
"32527",8,8,1.76584467069693,0.762366392849113,3.18352555308175
"32528",9,9,0.629179724931445,0.171430298997629,1.37904761460483
"32529",10,10,4.14827522333482,2.59970199708994,6.05284845266855
"32530",11,11,0.749630263127934,0.323637140431963,1.35145924080022
"32531",2,2,0.175278393664165,0.0212270266368712,0.488294351816665
"32532",3,3,0.295346379132576,0.0357678167051368,0.822782350665875
"32533",4,4,0.805899168672759,0.166195783174192,1.94078992844636
"32534",5,5,5.06101570415391,2.76690438048974,8.0363130608115
"32535",6,6,0.768769267703563,0.249617288651608,1.57468372522224
"32536",7,7,2.88695371161203,1.38440651949219,4.93230367362366
"32537",8,8,0.466137960977336,0.0961288539600251,1.12256705937698
"32538",9,9,5.23057346657183,3.4756780825914,7.3384165717697
"32539",10,10,0.947339735377821,0.489504265223934,1.5537980964073
"32540",11,11,0.201367010227273,0.0415267185661492,0.484937918491809
"32541",2,2,0.319106430394142,0.0658074175738605,0.768481430786658
"32542",3,3,0.735792225373675,0.200478617154556,1.6127228406111
