meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI,weeklyI,trueR
NaN,NaN,NaN,0.0,0.0,2.0,4.0,6.37725357931547
3.091783310168134,0.6435662434203822,7.422911503757044,7740.0,3.125182921,2.0,15.0,7.348132412686613
1.2581816704846553,0.14228951118003544,3.4451415876495055,6091.0,0.160091179,1.0,8.0,2.409453683044178
1.6985056261005185,0.3516557494892577,4.209443040074295,8409.0,0.191585074,2.0,6.0,0.5365760942140572
5.799186718060057,3.246900539734074,9.492186461362822,69502.0,2.593484289,13.0,98.0,6.92373922366019
1.979658783975181,0.9845891434719682,3.319254818516766,32620.0,0.717705563,10.0,177.0,4.622158835361935
1.8648260084232844,1.047384634666929,2.7674048205698503,52586.0,1.570060353,15.0,120.0,1.2207341795972408
1.5795669262817187,0.921114464756891,2.3464806560190166,59350.0,1.579486921,17.0,214.0,1.6239283124301922
0.6497776242293327,0.3018166496694826,1.139926000241302,51847.0,1.871793847,8.0,87.0,0.5464844519447416
0.5549808673680151,0.24618664221427036,1.0935614490365106,44340.0,0.738126983,6.0,57.0,0.5108539667084375
1.7430004893360267,1.0268332802142395,2.6089729992681794,61272.0,1.772071045,18.0,221.0,1.9266217850889236
NaN,NaN,NaN,0.0,0.0,1.0,4.0,6.37725357931547
3.135718963106804,0.36079426588286195,9.12117698414442,4727.0,0.070711019,1.0,15.0,7.348132412686613
3.0458320756611803,0.6915143057361173,7.489546379159835,7686.0,0.332526109,2.0,8.0,2.409453683044178
1.3948246839298186,0.16623940923078145,4.156996002127447,5982.0,0.102887626,1.0,6.0,0.5365760942140572
9.907010454963814,6.174533640290261,14.526154392999421,334484.0,7.330322873,24.0,98.0,6.92373922366019
3.004159383805755,1.956438489005901,4.322962362663078,81686.0,2.094489109,26.0,177.0,4.622158835361935
1.294584464266088,0.8140972132346839,1.893151171088387,87322.0,1.773360673,21.0,120.0,1.2207341795972408
1.9730614076513218,1.404976441217551,2.610541793962166,131485.0,3.221120289,42.0,214.0,1.6239283124301922
0.6929662111478843,0.403446194714061,1.03499126963911,108384.0,3.0661071,18.0,87.0,0.5464844519447416
0.4784311000397492,0.2619311890009916,0.7506781665015534,100240.0,2.969031941,12.0,57.0,0.5108539667084375
1.7981366254643472,1.3098634617551765,2.4025152606606412,136492.0,3.651734381,41.0,221.0,1.9266217850889236
NaN,NaN,NaN,0.0,0.0,3.0,4.0,6.37725357931547
4.220043415087852,1.4206255446310219,8.05145687467505,20137.0,0.319658626,5.0,15.0,7.348132412686613
2.3874690999158754,0.9726295218071025,4.556264547251235,20242.0,0.270027651,6.0,8.0,2.409453683044178
0.6938068598838666,0.1354771209283428,1.7632040894486687,16661.0,0.301738506,2.0,6.0,0.5365760942140572
5.8269890271075715,3.9380678573687717,8.01976084337917,144806.0,4.221545757,31.0,98.0,6.92373922366019
3.7674736347941233,2.7670781308557415,4.8502252092563,176240.0,4.756404821,51.0,177.0,4.622158835361935
1.7709577550877686,1.2869678551225867,2.3030665851501007,165109.0,6.235717823,49.0,120.0,1.2207341795972408
1.5888185622708175,1.221947554634879,2.0279292131093993,223880.0,5.302733209,63.0,214.0,1.6239283124301922
0.4352949948571646,0.26448783080957705,0.6397417812022976,175056.0,5.040578296,20.0,87.0,0.5464844519447416
0.5132372341865485,0.3255351887231599,0.7597856705479966,153555.0,4.269684856,21.0,57.0,0.5108539667084375
1.8489141619441103,1.454810378010445,2.306459850358658,228576.0,5.62478085,65.0,221.0,1.9266217850889236
NaN,NaN,NaN,0.0,0.0,2.0,4.0,6.37725357931547
6.757798337503293,2.687708295140127,12.65312884884208,49822.0,0.557201755,7.0,15.0,7.348132412686613
1.6219684727184345,0.5072118564738529,3.268593129807094,14941.0,0.177184256,4.0,8.0,2.409453683044178
1.1714414626448388,0.3710602644538985,2.380091509118195,19208.0,0.29214803,4.0,6.0,0.5365760942140572
6.074943000672712,4.253166702174964,8.117191333377136,181071.0,4.294885382,36.0,98.0,6.92373922366019
4.781993564833198,3.7967192364043347,5.899402144027587,290199.0,6.4073344,79.0,177.0,4.622158835361935
1.3762588369950928,1.0290048886551424,1.7393781640628907,184685.0,4.406725408,51.0,120.0,1.2207341795972408
1.5206742921271226,1.2167928738215574,1.8558441410482327,277044.0,7.097710783,78.0,214.0,1.6239283124301922
0.5943753286170247,0.4174062630831291,0.800270441850212,234776.0,5.803585474,35.0,87.0,0.5464844519447416
0.49086418297251166,0.3265155065439346,0.7052184876758059,201561.0,4.720343812,26.0,57.0,0.5108539667084375
1.8901966058179935,1.5313693989209147,2.277174315469638,294587.0,7.380516635,88.0,221.0,1.9266217850889236
NaN,NaN,NaN,0.0,0.0,4.0,4.0,6.37725357931547
4.438885796661647,1.8444634493302785,8.292146920069149,28032.0,0.329675389,7.0,15.0,7.348132412686613
0.8262780335136694,0.1894967723958506,1.9408186032148618,13920.0,0.1731824,2.0,8.0,2.409453683044178
1.4713152807968972,0.5683826545501798,2.8760671715247215,21949.0,0.276334335,5.0,6.0,0.5365760942140572
8.599943540446091,6.301167314310154,11.147206503102888,531361.0,11.207070798,55.0,98.0,6.92373922366019
4.500703939269019,3.640036062183103,5.503510072610164,363602.0,8.530413902,101.0,177.0,4.622158835361935
1.3624799057241126,1.0591001344680073,1.7127724388188288,252696.0,6.037407747,68.0,120.0,1.2207341795972408
1.3697345097023181,1.1043442116934639,1.6695794801313246,341280.0,7.876317411,93.0,214.0,1.6239283124301922
0.5703825086835892,0.4146643759616339,0.7542748673790164,289108.0,7.142965031,43.0,87.0,0.5464844519447416
