week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI,weeklyI
1,NaN,NaN,NaN,0.0,0.0,0.0,2.0
2,3.8962677885420516,0.07219645523666057,15.587570099772508,10001.0,0.055204432,0.0,1.0
3,4.439794912876933,0.10006776936616056,17.033748030877405,10001.0,0.167048581,0.0,1.0
4,4.740183643431704,0.10716878801598653,18.047445045403094,10001.0,0.35041431,0.0,3.0
5,4.953556821844785,0.5117264520378798,15.53462200427979,149961.0,1.223070498,1.0,4.0
6,4.587709540079098,0.8086738802626119,12.183685725464871,15053.0,0.149021751,2.0,5.0
7,3.3583726140987604,0.8124893698451614,8.122560859731541,12939.0,0.146143496,3.0,9.0
8,1.1011510547229721,0.11739472591427992,3.255071816628454,10500.0,0.135642075,1.0,6.0
9,2.8501136395838915,0.9694439978384595,5.885573903222151,12631.0,0.149897761,5.0,13.0
10,1.7046454385864935,0.5451964994077292,3.628648365483899,11322.0,0.217116284,4.0,9.0
11,1.6252341404934627,0.5621908598651381,3.3744271293755825,11209.0,0.383223942,5.0,17.0
12,1.7668877221202648,0.7367992539699117,3.316401018626065,11491.0,0.313396991,7.0,17.0
13,1.1145559497536486,0.39231604662157565,2.171905724649296,10826.0,0.156950332,5.0,21.0
14,1.0736377681620302,0.37803894059892545,2.1307676830308964,10805.0,0.151332802,5.0,17.0
15,1.7209587551363223,0.7916802100752828,3.061284961901942,11501.0,0.157749607,9.0,30.0
16,1.957505602014316,1.0601478420513424,3.271122414219465,11799.0,0.15882021,13.0,40.0
17,2.355661277128278,1.4460686777145475,3.5507618637404588,12370.0,0.163569256,22.0,50.0
18,1.1652836076275503,0.6505156487023642,1.8718331609811536,11151.0,0.154990164,15.0,47.0
19,1.5839807861550197,1.005309412291022,2.2894412646530946,11750.0,0.161564038,25.0,58.0
20,1.3491309025702705,0.8513358200178672,1.942989755633961,11560.0,0.156196666,25.0,73.0
21,2.2555285029956447,1.6193198453767683,2.9378095822654986,12682.0,0.163030241,52.0,103.0
22,1.286259236457112,0.8990310840275043,1.7337287329822662,12220.0,0.158647871,41.0,103.0
23,1.349424589796529,0.9975402278173215,1.752363165362689,12595.0,0.161382797,52.0,154.0
24,1.3392862051811645,1.0204355817999131,1.7336586477538067,12842.0,0.161940174,59.0,189.0
25,1.4543731561271545,1.1455742824289312,1.8181158058446696,13391.0,0.168116104,74.0,214.0
26,2.0047638904972396,1.6322542053991969,2.400245364380473,14261.0,0.171597863,125.0,297.0
27,1.610397720726004,1.3418039028993727,1.9267639102976069,14957.0,0.183405904,136.0,338.0
28,1.5065792342790407,1.285266466609561,1.7554093464116902,15682.0,0.181703349,164.0,426.0
29,1.3274449271921134,1.1307955050299605,1.5330794277405755,16837.0,0.205594919,176.0,472.0
30,1.664139532010205,1.4552896153128312,1.879428983346654,17636.0,0.225509686,262.0,636.0
31,1.5115108281873109,1.3424050083735555,1.7072056740595105,18850.0,0.339889143,298.0,767.0
32,1.4802245122725652,1.323170370293981,1.6435807514977812,20166.0,0.199356126,360.0,914.0
33,1.5485257743883507,1.3930001765566182,1.7043445675260451,21369.0,0.207295416,459.0,1137.0
34,0.8053692613658285,0.7029352804314122,0.9018456651040719,25116.0,0.475047732,282.0,709.0
35,0.68187688510343,0.5975094819142599,0.7746577857707589,26103.0,0.283968132,236.0,637.0
36,0.8076845378512096,0.7118204386633133,0.9202677246532535,24191.0,0.366051968,247.0,607.0
37,0.7898209570577017,0.6868668759060321,0.9051732677618058,23024.0,0.221307293,216.0,533.0
38,0.8096115120148021,0.7043378497971484,0.9279434085800099,22016.0,0.209971947,200.0,446.0
1,NaN,NaN,NaN,0.0,0.0,0.0,2.0
2,3.9341442656274133,0.0937768100133417,15.80960006695599,10001.0,0.092151698,0.0,1.0
3,4.368153294968934,0.0961536248077514,17.050467838674574,10001.0,0.129489253,0.0,1.0
4,4.6874889498890795,0.1177007815597018,17.76901170823398,10001.0,0.122353647,0.0,3.0
5,4.922543843820388,0.5404803983855291,15.309960481061145,159127.0,1.119423573,1.0,4.0
6,4.588846190555296,0.8303441914723335,12.226601801115839,14884.0,0.151804462,2.0,5.0
7,3.3195690852969597,0.8109726845141937,8.076189725096397,12945.0,0.145786488,3.0,9.0
8,1.1165275423385157,0.1484898407363628,3.2280286845343205,10504.0,0.136555269,1.0,6.0
9,2.8469012202464663,0.9472413965435983,5.919507789712764,12547.0,0.151058476,5.0,13.0
10,1.6913940359024726,0.5161831154768811,3.7033248189941643,11342.0,0.21057267,4.0,9.0
11,1.6028519614464358,0.5619584092570888,3.2658156318843816,11242.0,0.387177738,5.0,17.0
12,1.7697711339741644,0.7151535581887961,3.2609758146833094,11488.0,0.315690602,7.0,17.0
13,1.1005595243901942,0.4166955362418618,2.24300507834889,10875.0,0.159626934,5.0,21.0
14,1.041299019846537,0.3744030042511502,2.0693170977253317,10874.0,0.150642993,5.0,17.0
15,1.700083617352232,0.7781868594444072,3.0398478667587807,11423.0,0.155714423,9.0,30.0
16,2.0082396711844765,1.0393621616594941,3.3058254967319547,11749.0,0.163381683,13.0,40.0
17,2.3785386035631655,1.4272247737659647,3.4978605402126988,12256.0,0.168704781,22.0,50.0
18,1.152608222936131,0.6646883824827552,1.8365017086463797,11162.0,0.154916149,15.0,47.0
