week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI,weeklyI
1,NaN,NaN,NaN,0.0,0.0,2.0,2.0
2,4.042018735404712,0.9605792277614263,9.82177867899389,1433.0,0.132132315,3.0,3.0
3,1.1947600350242575,0.1264074373861826,3.679132178307341,1056.0,0.017275633,1.0,1.0
4,1.6046289083179364,0.322212030753131,4.4345804730752825,1118.0,0.016870165,2.0,4.0
5,0.5523230457737758,0.020345580013709307,1.867205472769077,1001.0,0.017362002,0.0,1.0
6,1.2361375915104813,0.17497305576862118,3.4027475564091407,1061.0,0.019694433,1.0,1.0
7,2.1690620123132716,0.45314461676892404,5.545518030553786,1190.0,0.021565595,2.0,2.0
8,1.36518036118809,0.16533731065959947,3.914875029671822,1058.0,0.021777209,1.0,2.0
9,1.8914872799733915,0.3681314811430259,4.527380465108759,1143.0,0.039849342,2.0,2.0
10,0.5691584949130938,0.023407260381881085,2.246058152834764,1001.0,0.045480407,0.0,2.0
11,1.4762023586983664,0.17596722370819015,4.358990120696446,1080.0,0.043705719,1.0,3.0
12,1.6194240728380689,0.19354288845127415,4.490643446558009,1082.0,0.05349084,1.0,2.0
13,1.523456103646165,0.1565977148139166,4.859140636968941,1061.0,0.012887747,1.0,6.0
14,1.535435482215297,0.22411680294721611,4.3415838683804235,1070.0,0.012097028,1.0,3.0
15,3.51712274261519,1.166318120996907,7.478179368629019,1351.0,0.015787762,4.0,4.0
16,3.3335420015489627,1.347292579080952,6.265372565091345,1320.0,0.015102784,7.0,16.0
17,0.742765388074612,0.0957608594731916,1.799483294325699,1046.0,0.017512165,2.0,6.0
18,0.9807935069476913,0.2879868123202544,2.3533575496339356,1083.0,0.024474295,3.0,7.0
19,0.8452162759461308,0.18673456533664942,1.8235474413672237,1045.0,0.017680262,2.0,7.0
20,0.3089337391227935,0.017750188297480596,1.1871782211340003,1001.0,0.015619202,0.0,6.0
21,3.1317932939748703,1.226792106054335,5.657018605199799,1311.0,0.042238363,7.0,17.0
22,1.9043341685565298,0.7858102955622727,3.6261063912527995,1143.0,0.01089555,6.0,14.0
23,1.5784944248626853,0.6311393067786651,2.9204551217056154,1161.0,0.014293386,7.0,18.0
24,0.5472057703034143,0.13914511143783453,1.2297549415222968,1031.0,0.010689921,2.0,14.0
25,1.5810447387397244,0.6395568286593923,3.0597179083909976,1123.0,0.017443313,7.0,24.0
26,1.6414987633077491,0.7329621449246588,2.863452173777252,1139.0,0.01575305,8.0,25.0
27,2.4338387831083876,1.297200112656512,3.8809369866031798,1242.0,0.01509088,16.0,41.0
28,1.891128779071699,0.9997646039385517,3.1422595975640615,1200.0,0.018117424,18.0,37.0
29,1.4631562145789503,0.8621213193877629,2.2015302680297264,1132.0,0.014912781,19.0,45.0
30,1.638031323524447,1.0144005781205019,2.3729529443734063,1169.0,0.014030352,26.0,65.0
31,1.3965304762899233,0.9161600212406605,2.0866606305453232,1168.0,0.023051435,28.0,73.0
32,1.5335696237367165,1.0598831124221093,1.9295171522487682,1213.0,0.012456327,38.0,88.0
33,1.4557381565466883,1.0564412040890099,1.9108461935143384,1208.0,0.01104097,44.0,106.0
34,1.3521902861916404,0.994946080198394,1.7652133475192875,1269.0,0.014979709,49.0,122.0
35,1.1880072091211054,0.7641526146497135,1.5085528248446571,1278.0,0.014172156,49.0,133.0
36,1.3791595429255477,1.0715649040941004,1.7589409460700647,1275.0,0.016791594,63.0,186.0
37,1.5608429323538233,1.2423141517241876,1.962295505638214,1390.0,0.015137083,84.0,215.0
38,1.6343057756275066,1.3195208819542832,1.9165808513773317,1408.0,0.015252374,107.0,266.0
39,1.708401301929636,1.3956296714086436,2.0219180613754797,1507.0,0.017050453,143.0,334.0
40,1.4305457157995807,1.220083963245728,1.695882852061847,1588.0,0.028621918,153.0,382.0
41,1.4456711413906662,1.2336402053775641,1.652920468094236,1659.0,0.014785434,190.0,473.0
42,1.5895372081083288,1.388935053615778,1.7804359890980812,1763.0,0.018865401,254.0,616.0
43,1.4630525865796813,1.2700708128188722,1.6658267522519958,1917.0,0.022440206,284.0,733.0
44,1.5846115206930493,1.3797852859199085,1.738096429802707,2029.0,0.022107263,375.0,904.0
45,1.4790727663303693,1.3259520661355497,1.6338779273689588,2239.0,0.021150245,437.0,1104.0
46,0.775658574961623,0.6626209128020957,0.86526635379149,2476.0,0.023162544,267.0,645.0
47,0.696442887571023,0.627628631949253,0.7831674679657645,2630.0,0.04851898,235.0,612.0
48,0.7270231240090594,0.628499357529675,0.8035951583771582,2382.0,0.013770781,213.0,549.0
49,0.740008567670171,0.6249662268914937,0.8342572910515864,2267.0,0.023384854,192.0,477.0
50,0.6650695305755789,0.5546754710175381,0.7853352368127762,2220.0,0.02310794,149.0,414.0
1,NaN,NaN,NaN,0.0,0.0,2.0,2.0
2,4.050541036269736,1.0063822035015306,9.728087232592502,1386.0,0.010204263,3.0,3.0
3,1.1033585997445832,0.11989837785636055,3.552033028171481,1052.0,0.010688208,1.0,1.0
4,1.4809485078378455,0.3085249991104339,3.919711590456138,1099.0,0.016934252,2.0,4.0
5,0.511720738096519,0.01921465101755778,1.861586698215799,1001.0,0.019027421,0.0,1.0
6,1.2609645207541715,0.15530265514999464,3.800768160058618,1068.0,0.017985683,1.0,1.0
7,2.065635234294596,0.4367791714880813,4.783461588538274,1155.0,0.029430025,2.0,2.0
8,1.2711989201061973,0.137734893801543,4.094635563606593,1079.0,0.008365391,1.0,2.0
