dailyI
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
1
2
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
1
0
1
1
1
1
0
0
1
0
0
0
0
0
0
0
0
1
1
0
0
0
0
2
0
0
0
0
1
0
1
0
0
1
1
0
0
0
1
0
1
1
0
0
0
0
0
2
0
1
1
0
2
0
0
1
0
1
0
0
3
2
0
2
1
0
1
1
0
0
0
2
1
1
0
0
0
1
0
1
2
0
1
1
1
1
0
0
1
0
1
0
2
2
0
0
2
1
1
0
0
0
1
1
0
1
2
2
4
2
3
3
0
1
2
1
2
1
1
1
0
2
2
1
0
1
2
3
2
4
1
3
4
3
2
3
4
4
2
3
3
6
0
4
4
4
1
8
4
5
5
6
6
5
1
4
5
4
12
9
7
5
5
4
5
9
14
8
8
10
13
4
5
6
14
14
8
10
7
15
7
14
6
20
9
12
15
15
12
11
12
16
18
9
19
18
18
19
16
20
23
26
12
18
16
18
22
22
28
21
25
38
32
21
35
25
25
24
24
37
26
27
33
43
48
41
43
40
46
42
41
48
37
49
38
44
49
50
48
55
60
72
70
68
68
63
63
68
83
77
86
80
99
89
103
94
107
117
114
103
120
129
107
116
114
134
126
147
143
162
146
153
173
90
80
80
98
92
88
79
84
83
70
78
92
77
79
72
85
84
72
80
83
72
65
90
72
70
73
66
56
71
63
54
52
47
56
51
