reportedWeeklyI,weeklyI,trueR
13,113,0.788597398856279
1,11,0.413479509302622
5,59,1.83408509482631
17,129,2.55015685083809
2,18,0.325197713258436
2,29,0.559193405877145
11,67,1.18372225232323
12,105,2.14474376846968
5,80,1.00085532814407
2,52,0.625365278062987
9,131,1.46179688779046
31,113,0.788597398856279
5,11,0.413479509302622
10,59,1.83408509482631
24,129,2.55015685083809
6,18,0.325197713258436
4,29,0.559193405877145
13,67,1.18372225232323
20,105,2.14474376846968
11,80,1.00085532814407
12,52,0.625365278062987
26,131,1.46179688779046
41,113,0.788597398856279
2,11,0.413479509302622
20,59,1.83408509482631
40,129,2.55015685083809
6,18,0.325197713258436
11,29,0.559193405877145
19,67,1.18372225232323
37,105,2.14474376846968
22,80,1.00085532814407
11,52,0.625365278062987
37,131,1.46179688779046
35,113,0.788597398856279
6,11,0.413479509302622
22,59,1.83408509482631
53,129,2.55015685083809
7,18,0.325197713258436
10,29,0.559193405877145
26,67,1.18372225232323
47,105,2.14474376846968
31,80,1.00085532814407
21,52,0.625365278062987
55,131,1.46179688779046
54,113,0.788597398856279
5,11,0.413479509302622
43,59,1.83408509482631
71,129,2.55015685083809
9,18,0.325197713258436
18,29,0.559193405877145
37,67,1.18372225232323
52,105,2.14474376846968
40,80,1.00085532814407
32,52,0.625365278062987
71,131,1.46179688779046
76,113,0.788597398856279
3,11,0.413479509302622
33,59,1.83408509482631
76,129,2.55015685083809
10,18,0.325197713258436
12,29,0.559193405877145
36,67,1.18372225232323
71,105,2.14474376846968
47,80,1.00085532814407
34,52,0.625365278062987
76,131,1.46179688779046
75,113,0.788597398856279
9,11,0.413479509302622
38,59,1.83408509482631
85,129,2.55015685083809
12,18,0.325197713258436
17,29,0.559193405877145
48,67,1.18372225232323
75,105,2.14474376846968
52,80,1.00085532814407
40,52,0.625365278062987
85,131,1.46179688779046
97,113,0.788597398856279
10,11,0.413479509302622
50,59,1.83408509482631
105,129,2.55015685083809
11,18,0.325197713258436
25,29,0.559193405877145
53,67,1.18372225232323
83,105,2.14474376846968
70,80,1.00085532814407
44,52,0.625365278062987
102,131,1.46179688779046
98,113,0.788597398856279
8,11,0.413479509302622
53,59,1.83408509482631
119,129,2.55015685083809
17,18,0.325197713258436
27,29,0.559193405877145
57,67,1.18372225232323
94,105,2.14474376846968
71,80,1.00085532814407
50,52,0.625365278062987
118,131,1.46179688779046
12,107,0.593142392539861
4,25,0.627340336997008
7,39,1.10689340138443
17,137,3.3263592538939
2,61,0.822863862180174
10,69,0.985362738755946
1,9,0.141415984395427
4,51,1.09265117981863
2,34,0.697103276761594
2,26,0.914569926490755
10,78,1.97630267039645
22,107,0.593142392539861
2,25,0.627340336997008
8,39,1.10689340138443
23,137,3.3263592538939
12,61,0.822863862180174
12,69,0.985362738755946
0,9,0.141415984395427
17,51,1.09265117981863
7,34,0.697103276761594
5,26,0.914569926490755
14,78,1.97630267039645
