dailyI
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
1
1
0
0
0
1
0
0
0
2
0
0
0
0
0
1
2
0
0
0
1
0
0
0
3
1
1
2
0
2
3
0
1
1
0
1
0
0
2
0
1
1
0
2
2
0
1
0
2
2
2
1
0
0
4
2
0
2
1
2
0
2
2
4
1
1
1
2
0
6
1
0
2
6
3
4
2
3
3
2
3
4
7
5
1
4
4
5
4
6
3
3
10
3
4
9
8
6
7
3
9
5
9
10
7
10
7
8
6
8
7
7
10
10
7
11
10
15
8
7
7
7
6
14
20
23
11
15
11
11
14
16
15
12
19
19
19
15
8
14
19
16
21
21
14
17
25
25
24
26
19
20
24
28
33
22
27
31
27
28
25
43
33
28
36
31
38
43
39
57
51
43
32
45
48
55
41
53
51
59
66
61
55
66
52
69
57
75
85
79
63
83
68
69
88
86
98
83
101
99
120
112
100
110
125
130
120
130
143
137
129
152
142
147
154
151
158
152
157
194
192
183
191
202
205
214
214
199
228
222
282
251
248
288
260
283
266
300
286
296
337
360
356
334
356
354
350
418
393
420
447
426
438
477
423
502
501
523
521
608
595
578
621
581
675
697
661
677
723
764
768
748
396
389
424
457
401
477
474
425
423
407
421
403
408
383
406
392
365
367
323
368
366
325
316
340
375
319
309
311
275
303
280
275
320
269
259
