week,meanRt,lowerRt,upperRt,totalIterations,runTime
1,NaN,NaN,NaN,0.0,0.0
2,3.4652981200232875,0.3661556611639467,10.764549840419544,130932.0,1.591025609
3,2.356456039925809,0.25747583079204134,7.113726419510774,116933.0,0.846054445
4,1.9253357551304977,0.21651237926494646,5.651100793013371,112953.0,0.933088511
5,1.7504289252281577,0.20355730490576507,5.1727652662215995,111423.0,1.137004189
6,1.676003223392161,0.18958254658811965,4.8833487256908485,110758.0,1.379748376
7,1.6294923932877385,0.18335748684810063,4.784920801937401,110357.0,1.444761177
8,1.6145051943663948,0.18932263553693796,4.687635486006053,110185.0,1.45729011
9,1.603684116606235,0.18945222836274844,4.68840936282124,110134.0,1.214011961
10,1.6115159432076338,0.18259499562103515,4.672418474240458,110300.0,1.561802789
11,1.595687165737043,0.1808345243459526,4.642321804824398,110196.0,1.994485858
