dailyI
1
0
0
0
1
0
0
0
1
0
0
1
0
1
0
0
0
0
1
0
0
1
2
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
2
0
1
0
0
0
0
0
1
0
2
0
0
0
0
0
0
1
1
0
0
1
0
1
0
0
0
0
1
0
1
1
2
1
0
0
1
0
2
0
0
0
0
1
1
1
0
0
1
1
0
1
1
4
1
3
5
1
1
0
0
2
1
1
1
0
2
0
1
0
3
1
1
0
0
3
2
1
0
0
1
1
2
0
1
1
2
2
1
6
3
2
1
1
0
6
3
1
3
0
6
3
2
2
2
1
2
2
3
1
3
1
2
2
4
2
5
3
1
3
6
9
4
3
0
5
2
2
10
7
3
3
3
6
9
4
10
2
5
5
6
5
5
5
5
9
10
6
5
7
11
11
7
11
8
10
13
12
12
10
9
11
6
7
17
11
12
17
14
10
11
13
18
14
16
15
19
15
9
16
20
14
22
26
11
11
21
22
17
24
27
26
24
24
26
23
28
35
27
33
26
24
39
33
33
33
31
46
34
35
33
54
49
41
46
46
51
43
58
44
52
57
52
66
59
52
69
66
71
61
60
77
69
86
85
85
86
95
87
92
83
104
124
95
101
103
123
120
151
115
126
122
130
140
156
158
181
143
169
145
152
83
80
100
102
95
110
75
95
84
84
83
93
84
89
80
98
77
76
76
73
69
71
69
70
81
59
61
66
64
66
63
49
53
63
56
