week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI,weeklyI
1,NaN,NaN,NaN,0.0,0.0,8.0,14.0
2,1.7472433309089748,0.5247064370048427,4.106153522609268,1255.0,0.049974455,4.0,7.0
3,2.0442609895033352,0.8390841756652269,3.8228550555635956,1344.0,0.012500536,8.0,11.0
4,1.9835647788815127,1.035802748911922,3.3767974416827293,1320.0,0.012217823,11.0,31.0
5,1.3440097732866436,0.6612264026257455,2.3834072896704974,1207.0,0.010357197,10.0,21.0
6,6.704209999386258,5.139214396092755,8.392909435334099,3062.0,0.100045205,87.0,178.0
7,0.5212708826111044,0.3221706401946638,0.8220937139624706,1085.0,0.015039037,16.0,36.0
8,4.724069903134115,3.9174428520055384,5.428613394093583,2177.0,0.335277116,224.0,449.0
9,3.0381392683092643,2.6933173161838555,3.4955972485030364,1671.0,0.276229131,310.0,616.0
10,5.726473921831589,5.295279837635324,6.039332157092036,3068.0,0.023170792,1312.0,2571.0
11,0.6621160966357852,0.5899273474653003,0.7346995229671013,2250.0,0.0172446,349.0,710.0
1,NaN,NaN,NaN,0.0,0.0,8.0,14.0
2,1.6630690193905666,0.4354060089122841,3.762753385529616,1217.0,0.013029496,4.0,7.0
3,2.067407709862756,0.9259639665283975,3.8960738850830765,1302.0,0.00832517,8.0,11.0
4,2.0329573057498727,0.9922160944635549,3.3249438443654036,1306.0,0.016105694,11.0,31.0
5,1.3872042181241568,0.6950499196000878,2.361824747348563,1233.0,0.013497506,10.0,21.0
6,6.750446292090236,4.8542173233015795,8.822635514115813,3029.0,0.024856496,87.0,178.0
7,0.530501125715814,0.31266226906820893,0.8634672702557157,1070.0,0.008170935,16.0,36.0
8,4.801670246248264,4.036183838843597,5.559583574510387,2132.0,0.015633212,224.0,449.0
9,3.059990273408641,2.650363208833199,3.441179464060972,1699.0,0.013982108,310.0,616.0
10,5.724882002888772,5.411561955993942,6.036614510551851,3035.0,0.020213794,1312.0,2571.0
11,0.6569381260735193,0.5886771773405279,0.7338013617931874,2233.0,0.015800879,349.0,710.0
1,NaN,NaN,NaN,0.0,0.0,8.0,14.0
2,1.6747299605884898,0.5125900828374818,3.6157867699864985,1208.0,0.013644611,4.0,7.0
3,2.0330517978407467,0.8460883114524698,3.8612476507873827,1320.0,0.009109136,8.0,11.0
