week,date,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI
1,2018-09-21,NaN,NaN,NaN,0.0,0.0,22
2,2018-09-28,2.8358849633894847,1.8168641664451048,4.128030915350153,157407.0,0.110047694,22
3,2018-10-05,1.8254760427285326,1.1971789826092059,2.6068516943178666,134608.0,0.125620753,26
4,2018-10-12,1.873017064577838,1.3045575158743923,2.529007352054223,137434.0,0.321891886,37
5,2018-10-19,1.6858879664078656,1.219150035502177,2.218824930480194,138173.0,0.156005712,45
6,2018-10-26,0.9668202895274434,0.6669137527765775,1.32831027519006,130094.0,0.11128233,33
7,2018-11-02,0.8860177312551983,0.5988727273965364,1.2321671906802842,129434.0,0.1267551,31
8,2018-11-09,1.1874847440262506,0.8510753239902858,1.596496945544617,133484.0,0.198426401,40
9,2018-11-16,0.8591308514825847,0.5767792432137059,1.192599907015361,128845.0,0.304047665,30
10,2018-11-23,0.9864295224702291,0.6746891543585293,1.3623700548230484,129773.0,0.120359069,33
11,2018-11-30,1.6953720837211932,1.2653507677996951,2.189696236842539,143012.0,0.160550859,56
12,2018-12-07,1.0584879750445662,0.7563530921222612,1.411640393791221,137231.0,0.131857598,43
13,2018-12-14,0.5019361225841672,0.3147015399635428,0.7254566164424487,130369.0,0.13005565,21
14,2018-12-21,0.934564451804758,0.6426353700688828,1.276309066563711,130876.0,0.129384161,33
15,2018-12-28,0.6893521626453941,0.4260941848089621,0.9943032769356512,123386.0,0.125939389,22
16,2019-01-04,1.4158169628711401,1.00842175682952,1.9016554553446252,133303.0,0.138956552,40
17,2019-01-11,1.0960112017650467,0.7632339596123331,1.5001037282273535,129330.0,0.12609957,34
18,2019-01-18,1.3502567383671473,0.978799248744353,1.79121647107528,135647.0,0.136716979,44
19,2019-01-25,0.8791674578469691,0.6089052916781704,1.2146998713735233,130652.0,0.139328018,32
20,2019-02-01,0.7663686739301431,0.5052466435385264,1.071818735652537,127875.0,0.132366077,27
21,2019-02-08,0.7574246162683649,0.4876989864513207,1.077152112042794,124607.0,0.135080855,24
22,2019-02-15,0.9963675031923628,0.6618888465141151,1.385715226991392,125325.0,0.13762211,28
23,2019-02-22,1.2235793632288992,0.8386522270289378,1.684032931513258,128757.0,0.116866308,33
24,2019-03-01,1.216286753684279,0.8495041210616767,1.655441752541997,130247.0,0.130833989,35
25,2019-03-08,1.4722339968896068,1.075550140831243,1.9302787808503659,137090.0,0.14113025,46
26,2019-03-15,2.1834337575714153,1.7133417022516468,2.7235452303392593,157377.0,0.158236817,81
27,2019-03-22,1.2942945789018083,0.9959997327881039,1.6226738320645224,153517.0,0.139774794,69
28,2019-03-29,1.4238634077244672,1.1463401403766116,1.744966641909634,165094.0,0.148638135,89
29,2019-04-05,1.378195886483653,1.1162619788025978,1.6726650600823436,174765.0,0.159376605,101
30,2019-04-12,1.33948100811532,1.0997935122418656,1.605184912795311,184595.0,0.165055657,114
31,2019-04-19,1.149076301758783,0.9432082507818597,1.3780847919589745,192358.0,0.197886378,112
32,2019-04-26,0.9728477026407124,0.7870624598215927,1.1768178263654536,198785.0,0.175940184,102
33,2019-05-03,1.2645642852793553,1.051316231842756,1.4898331505038873,202395.0,0.200010758,133
34,2019-05-10,0.8211930455113063,0.6600807698949268,0.9976230905042033,206814.0,0.219218509,94
35,2019-05-17,0.7623498581341026,0.6026131103410726,0.9403901485997841,201017.0,0.197927547,83
36,2019-05-24,0.655496616405287,0.501145182962016,0.8284511096754608,189402.0,0.188382318,64
37,2019-05-31,1.0181185952813951,0.8050011588099322,1.261598959025882,178486.0,0.159731435,85
38,2019-06-07,1.117645374439275,0.9019392712117814,1.3628642123821844,177125.0,0.15974204,90
39,2019-06-14,0.8782265769896105,0.6894241009716888,1.094192627269016,176779.0,0.156876653,73
40,2019-06-21,1.2107255716504168,0.9743310032453437,1.4656147701836397,178193.0,0.16019739,97
41,2019-06-28,0.9418155643884133,0.7438077013440929,1.163864331706914,178337.0,0.156635577,80
42,2019-07-05,0.9518583597343294,0.7563252037991719,1.1680565885190228,177985.0,0.159735143,80
43,2019-07-12,1.180308976977018,0.9560270556264866,1.4243064513822907,179009.0,0.159126639,97
44,2019-07-19,0.9716463978328689,0.7717134324257523,1.1899087242828505,180530.0,0.160804479,84
45,2019-07-26,0.8573411705536186,0.6714743118813185,1.0670004607754662,179242.0,0.156294104,74
46,2019-08-02,0.8488331856197733,0.6575728796671837,1.0608369130447335,175453.0,0.153713111,69
47,2019-08-09,0.8845887623302973,0.6865531872990578,1.105660757180097,169419.0,0.154208418,67
48,2019-08-16,0.9954788305237054,0.7739546860081047,1.2432609836940514,166548.0,0.14646773,71
49,2019-08-23,0.7863172912972033,0.5903778157213879,1.0074612833148275,161946.0,0.145543432,55
50,2019-08-30,0.5981707527217247,0.4272769794251932,0.8048013625989446,153678.0,0.141450532,38
51,2019-09-06,0.8616470402885594,0.6282746981987329,1.1363798244430492,146866.0,0.157859278,46
52,2019-09-13,0.7100796832544871,0.48817528744489747,0.9647297767789829,139284.0,0.120566331,34
53,2019-09-20,0.4435896492913355,0.26842339761430056,0.6706076921408389,129252.0,0.130367196,18
