week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI,weeklyI
1,NaN,NaN,NaN,0.0,0.0,2.0,4.0
2,1.9692655033608621,0.2036459012828461,6.1157985744818095,12120.0,0.080328041,1.0,2.0
3,5.813378307088106,2.4845860532539326,11.32505914890394,28855.0,0.519378753,10.0,17.0
4,1.0103262972595277,0.26077738559223373,2.3000811326963055,11181.0,0.059908558,3.0,6.0
5,8.077516444749302,5.519114740456589,11.018179240822247,40687.0,0.150137471,58.0,111.0
6,3.01994811275496,2.266735475402665,3.9602473718882374,15584.0,0.073767496,67.0,156.0
7,1.9015041076343004,1.4840262887458233,2.4106040774017194,13382.0,0.117474162,81.0,160.0
8,2.7441275688763205,2.323888117806294,3.2210865263139468,15685.0,0.470734262,180.0,371.0
9,4.133475908323223,3.739198583784342,4.597164403965153,19786.0,0.103279222,494.0,949.0
10,3.5509887431260756,3.291414771748322,3.8194771326179002,20118.0,0.33396963,942.0,1864.0
11,2.8974016043188455,2.7329511882036894,3.072043302680694,22886.0,0.316462406,1580.0,3159.0
1,NaN,NaN,NaN,0.0,0.0,2.0,4.0
2,1.9192672764071719,0.21897452614925453,5.748348797904446,12115.0,0.076456867,1.0,2.0
3,5.8932674952585575,2.5170188147832397,11.140834977669055,29322.0,0.096449696,10.0,17.0
4,1.0081942968317636,0.2629427902328182,2.2845615901694205,11166.0,0.060030956,3.0,6.0
5,8.140818518836609,5.58154703768377,11.325237518233223,40494.0,0.598521581,58.0,111.0
6,3.0325986539131216,2.2626307813195323,3.9149797556759216,15651.0,0.069974769,67.0,156.0
7,1.912019568242872,1.4717045694772573,2.4066691465253314,13469.0,0.072304922,81.0,160.0
8,2.7394396521935693,2.314619821674421,3.2148021721664497,15521.0,0.132013636,180.0,371.0
9,4.1206189500494395,3.692209325314263,4.538375921226104,19982.0,0.488854067,494.0,949.0
10,3.556125118653875,3.3096013633091834,3.8264883188141563,20602.0,0.103525466,942.0,1864.0
11,2.898710890246,2.7292264972467635,3.0657518066418277,23320.0,0.350499079,1580.0,3159.0
1,NaN,NaN,NaN,0.0,0.0,2.0,4.0
2,1.9657403934419257,0.20562015238986503,5.94023947479485,12229.0,0.111020656,1.0,2.0
3,5.83243104667139,2.503272783826038,11.150404216642471,29386.0,0.286043099,10.0,17.0
4,1.0202623776964173,0.27626704084731685,2.3173177921945705,11138.0,0.05699558,3.0,6.0
5,8.102198785532318,5.6638853297293315,11.230323237773591,40504.0,0.168573485,58.0,111.0
6,3.033429061349637,2.3008758624367194,3.9451868118646236,15572.0,0.129470237,67.0,156.0
7,1.9251996517704864,1.4754275868982263,2.3975789958233378,13374.0,0.271461406,81.0,160.0
8,2.7518842666334056,2.3453470712591997,3.203183043356177,15703.0,0.290261913,180.0,371.0
9,4.143696394857196,3.705888683212291,4.567135652089113,20102.0,0.106728829,494.0,949.0
10,3.554976308125736,3.299371201844534,3.812726908493017,20269.0,0.339163337,942.0,1864.0
11,2.908644108401626,2.750443407448864,3.0855904399641476,23452.0,0.12178652,1580.0,3159.0
1,NaN,NaN,NaN,0.0,0.0,2.0,4.0
2,1.9534438230252043,0.21126664219807995,5.812369963570583,12252.0,0.086044479,1.0,2.0
3,5.836965292390224,2.500055449170294,11.037245143972745,29490.0,0.14314743,10.0,17.0
4,1.0165444243064057,0.27211297549399477,2.300344089481258,11208.0,0.280467243,3.0,6.0
5,8.118547424417391,5.629302842842887,11.164386077137245,40000.0,0.528425419,58.0,111.0
6,3.037633507703419,2.3030182034437847,3.92546786557585,15423.0,0.074598857,67.0,156.0
7,1.9116317795769975,1.5087370305627608,2.394813770435793,13467.0,0.072991796,81.0,160.0
8,2.748804502742876,2.3182135622419207,3.2522775714415895,15508.0,0.135272103,180.0,371.0
9,4.150919521672242,3.712550651918478,4.60308853734043,19778.0,0.483428472,494.0,949.0
10,3.554452996563794,3.3005812099317464,3.82691323701746,20384.0,0.102573125,942.0,1864.0
11,2.8956597830068502,2.7371018632941695,3.0515698673900755,23015.0,0.350485361,1580.0,3159.0
1,NaN,NaN,NaN,0.0,0.0,2.0,4.0
2,1.9484506213078434,0.2157151191466091,6.013210606476755,12104.0,0.108950251,1.0,2.0
3,5.828107450925894,2.4700315464025304,11.044475899940464,28940.0,0.279313121,10.0,17.0
4,0.9988486946018398,0.2612313942154098,2.297067010152698,11192.0,0.05668375,3.0,6.0
5,8.0673759545167,5.523997295779165,11.252544523636182,40472.0,0.169599251,58.0,111.0
