week,meanRt,lowerRt,upperRt,totalIterations,runTime
1,NaN,NaN,NaN,0.0,0.0
2,0.18521828592790812,0.004813832138154246,0.7001117048379779,100106.0,2.30167212
3,3.0510676092911244,1.7167374275217422,4.92991947808141,107444.0,0.805553072
4,5.564709385663708,4.054603590066199,7.418735813052978,116031.0,0.91752336
5,4.760862132988508,3.9022431789514953,5.766410346885266,115413.0,1.180015226
6,2.3978557743634443,2.0268268068818323,2.8021045079322153,121082.0,1.251201705
7,0.03154459029477363,0.009408769756505382,0.06905007915038602,166184.0,2.497608791
8,1.2217577700473012,1.0110766117138577,1.454144948944662,135629.0,1.846063513
9,0.04062019110291548,0.011323504674523295,0.09046908978712001,150578.0,2.247880218
10,5.358135643027537,4.810106828689133,5.936595179674309,134204.0,2.013679304
11,4.070044922304095,3.747569473431907,4.405576435846593,158843.0,2.194977254
1,NaN,NaN,NaN,0.0,0.0
2,0.4813985109236765,0.12391618462066412,1.089869774047894,101890.0,1.69480066
3,4.3839669723194135,3.06830855971408,6.066882417067436,124468.0,1.004012249
4,4.663227774227341,3.712805976604185,5.7504425020331125,127803.0,1.092316414
5,4.773795472785784,4.140123691055322,5.4681711450382755,135913.0,1.249348356
6,2.263841192119664,2.0134674788043463,2.5405352019483995,147317.0,1.666162587
7,0.06316767715521929,0.03458686390887308,0.09950059767443103,244295.0,2.529232662
8,1.4043433712629996,1.2395947049125695,1.5800720050958625,168955.0,2.216293314
9,0.025184675277114602,0.008037548135791599,0.05119914523002689,226937.0,3.068158436
10,5.1212472311240225,4.743808277107039,5.50951815263799,182273.0,2.466083872
11,4.406339864771178,4.180085699253634,4.645605532170115,232150.0,3.156405677
1,NaN,NaN,NaN,0.0,0.0
2,0.4964942827213067,0.15495175378955625,1.0472373570968523,103223.0,1.729128471
3,5.226104163226574,3.906848511153361,6.837727979954819,147698.0,1.379380725
4,5.487282545331918,4.611193544802117,6.455146411079706,154415.0,1.230982415
5,4.45814442941105,3.9908644779009954,4.9571327717431375,159574.0,1.411924085
6,2.231660462773066,2.03096700085554,2.441669750430918,178464.0,1.922555826
7,0.04323882091717377,0.024890928091733325,0.0663493643844536,349483.0,4.000218098
8,1.4328082573710088,1.3019939363192612,1.572725502013281,207908.0,2.302605828
9,0.016088744243179708,0.005414845013082542,0.03277032327699212,322652.0,3.845980478
10,5.105772836513381,4.815138873136665,5.406368967254051,234503.0,3.436664488
11,4.161416717259059,3.9880866937610344,4.342222278451069,294487.0,4.118890591
1,NaN,NaN,NaN,0.0,0.0
2,0.4006549197216253,0.1645864221289281,0.7375529399210481,107606.0,1.776392283
3,3.422646609999714,2.6707864694647165,4.282763868750093,142850.0,0.979580137
4,5.092830228923604,4.403468406231254,5.8528362579882645,174758.0,1.475103365
5,4.652932264077113,4.234412851448375,5.097583223771017,189942.0,1.704119511
6,2.186980977150288,2.01038843837316,2.3725124173777186,211334.0,2.567103077
7,0.05587553622198305,0.03679556456582214,0.0789125884012675,442536.0,4.857818099
8,1.3861453432407083,1.2717290311440237,1.5074838596653701,249218.0,2.675243229
9,0.02743327941084912,0.01378436478071562,0.04573484249705187,403997.0,4.972267722
10,5.145947652090213,4.886151540273496,5.401475360078832,286730.0,3.819505568
11,4.328846055997311,4.168241725606461,4.489500354471836,365735.0,4.930497775
1,NaN,NaN,NaN,0.0,0.0
2,0.5552108191944595,0.27146250968605073,0.9405991961523561,110625.0,1.852684466
3,3.833690528632978,3.0745742758768877,4.730984678667667,162388.0,1.648303273
4,5.336099121480675,4.670391796262321,6.048618472721338,205642.0,1.629736954
5,4.893667441637259,4.503018307691525,5.298427286184281,229581.0,2.238041688
6,2.319042673314879,2.160271395465089,2.484636989307692,252301.0,2.619069559
7,0.03625896242154913,0.02319723654635528,0.05295405228720275,581734.0,6.035736422
8,1.3380521973657695,1.2381035924056216,1.4428554680600494,301892.0,3.212727761
9,0.02604521193129463,0.013950381606797329,0.042066726500926535,512548.0,6.450159377
10,5.312212056835669,5.077683732949063,5.544301602279615,354776.0,4.494254584
11,4.254612687335029,4.118501894722239,4.393417339755248,444101.0,6.136578053
1,NaN,NaN,NaN,0.0,0.0
2,0.5370125781594289,0.2794920177600281,0.8737923088507806,115603.0,1.791224287
3,4.174628789931718,3.4495418631350283,4.98547958759258,190301.0,1.355351245
4,5.225583866125441,4.649950451383491,5.842713948732382,241462.0,1.757345664
5,4.597457284034727,4.266581942900372,4.943836568273675,276389.0,2.737555441
6,2.2090162891122342,2.071239648551196,2.3527329680056637,309364.0,3.412503096
7,0.031906254521829,0.02039217678826899,0.046721781699206676,738026.0,7.065122576
8,1.3450237969164904,1.2534471479304543,1.440076181555185,364076.0,4.414402097
9,0.020512404055885666,0.01034012590689052,0.033723974929513095,643293.0,7.59012179
10,5.374382328778854,5.164709671667683,5.585506955983526,435409.0,5.488123322
11,4.230779478502951,4.1077903080907765,4.351723736266319,538890.0,7.030179949
1,NaN,NaN,NaN,0.0,0.0
2,0.4082260708891106,0.21677884520230556,0.6610512142272157,123870.0,1.802219965
3,3.976018937216789,3.3498589189823633,4.659865212986463,215198.0,1.422247796
4,4.910591862037027,4.420635011939533,5.425823210581805,281070.0,1.983144975
5,4.782844387135435,4.475498624801086,5.0975216544063455,352830.0,3.628520514
6,2.193534889235891,2.0665701990164984,2.324979545379972,391027.0,3.448701936
