week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence
1,NaN,NaN,NaN,0.0,0.0,1.0
2,1.5893594873275239,0.05171659213815764,5.727600392939274,1841.0,1.12010328,0.0
3,1.576856651753613,0.0635300422498232,5.680912217430226,1917.0,0.087669629,0.0
4,3.5485273307041316,0.4446607922654035,9.966848699053392,5321.0,0.084968848,1.0
5,5.634717758879912,1.7427990588964715,12.096619220583332,24921.0,0.360330834,4.0
6,0.5988949362166269,0.010724604878932899,2.192379575533798,5334.0,0.082944954,0.0
7,12.711132083281386,8.745721364248324,17.069362946612802,1.412121e6,22.451515208,43.0
8,10.26217035937063,8.69841026115561,11.81562880477072,2.686187e6,43.368011597,204.0
9,4.762334446386222,4.3243608698814695,5.2437358041872315,1.583868e6,24.507493111,412.0
10,17.198021109266726,16.724050006938658,17.72775711172426,6.12862722e8,8851.257572659,6963.0
11,0.08379957350721846,0.0725657761291835,0.09626805140183942,6.501645e6,93.848141124,170.0
