week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence
1,NaN,NaN,NaN,0.0,0.0,1.0
2,1.5893594873275239,0.05171659213815764,5.727600392939274,1841.0,1.173468669,0.0
3,1.576856651753613,0.0635300422498232,5.680912217430226,1917.0,0.089252627,0.0
4,1.9389980001659033,0.04633427996980214,7.186209161818791,1554.0,0.042680096,0.0
5,2.2471518574645564,0.043781781471048706,8.207996960295837,1233.0,0.06575604,0.0
6,4.734074324736294,0.5651706828676027,13.832455054624958,15617.0,0.235597816,1.0
7,1.5224813879510486,0.03545150517111785,5.7273251550366275,1928.0,0.047573011,0.0
8,1.5255661140268324,0.04974591632149584,5.477205570955747,1895.0,0.062966553,0.0
9,1.998535127391053,0.05391090169627548,6.860957580872062,1551.0,0.053655734,0.0
10,2.314113394742084,0.0554448580805471,8.243135116814928,1253.0,0.061818614,0.0
11,2.605357517453347,0.07297883903214865,10.009749872879658,1105.0,0.046839848,0.0
