week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence
1,NaN,NaN,NaN,0.0,0.0,1.0
2,1.5893594873275239,0.05171659213815764,5.727600392939274,1841.0,1.298632076,0.0
3,1.576856651753613,0.0635300422498232,5.680912217430226,1917.0,0.081563702,0.0
4,3.5485273307041316,0.4446607922654035,9.966848699053392,5321.0,0.086860311,1.0
5,2.543664371219153,0.26788654265980993,7.214855567712422,4522.0,0.109941813,1.0
6,2.8045433880122035,0.6152979627002372,7.004787151926355,7565.0,0.107514866,2.0
7,4.699835795957095,2.0090090846370274,8.566747150645527,28803.0,0.462558978,7.0
8,3.8854727334072545,2.2264982433128413,6.214792972757674,49198.0,0.977734136,14.0
9,1.6833257244265685,0.9221008629751222,2.6651986450720933,42516.0,0.956613119,12.0
10,1.6979159261418775,1.0426268002257941,2.4956958205630246,59693.0,1.637466696,17.0
11,0.7742407681519111,0.37320939392596947,1.2738906119824256,51595.0,1.086976023,9.0
