week,meanRt,lowerRt,upperRt,totalIterations,runTime
1,NaN,NaN,NaN,0.0,0.0
2,2.086901581098685,0.07047001321544369,7.924898951395175,2476.0,0.844157637
3,2.025461881627102,0.07326944046322263,7.322467139611628,2496.0,0.100369991
4,4.518488664360819,0.4408676668738093,12.2190317598398,5298.0,0.348547369
5,1.721278543736818,0.0365315070151342,6.329021545924546,2941.0,0.288824389
6,3.2565853918788044,0.3822659329507998,9.127305031410133,5481.0,0.071564552
7,2.7306446772562487,0.29305670636786235,7.398515208219381,5932.0,0.079874437
8,2.126770412463224,0.26788636598208987,5.939835691292599,6425.0,0.086740991
9,6.034555158362706,2.6110300527856456,11.762721107376985,27794.0,0.585384753
10,8.086404156759095,5.336022762791456,11.563053703212873,135541.0,2.12753217
11,0.7005613237790252,0.3120432133722332,1.243466383437607,70098.0,0.733964803
1,NaN,NaN,NaN,0.0,0.0
2,1.8988296378989031,0.056566275955071334,6.929526634440422,2393.0,0.051967754
3,3.5134211652801746,0.39604798708020894,9.825748475770645,5018.0,0.066403877
4,1.4495218358962827,0.03361934974074635,5.7369429299843695,3443.0,0.094903054
5,7.225773516595775,2.792966698916306,14.106889796656473,23387.0,0.81128333
6,10.840628017860833,7.254070188446369,15.53697322412377,195502.0,2.372998501
7,5.6030059559292225,4.299643842806575,6.99589670784916,265670.0,3.180796791
8,2.2113072604729513,0.0,9.979606190877359,504588.0,7.036301316
9,NaN,0.0,0.0,0.0,0.0
10,NaN,0.0,0.0,0.0,0.0
11,NaN,0.0,0.0,0.0,0.0
1,NaN,NaN,NaN,0.0,0.0
2,2.135336370245463,0.07096561925011109,8.393887190650187,2377.0,0.055256799
3,1.9247891239302157,0.05836402268921297,6.919370988677425,2552.0,0.043710166
4,2.5508599667774847,0.08493659301855971,9.206606731668996,1867.0,0.040426987
5,10.998097099178942,3.48264962725007,23.14988795817504,52559.0,1.086825138
6,3.3327379120098204,1.0906109734275884,6.8905584703832705,15735.0,0.175335612
7,0.7311101316117634,0.1001577733445161,2.060005154480642,14390.0,0.230677271
8,0.38899317145973233,0.009946817057557896,1.3970994893408983,12389.0,0.435013112
9,0.5987114663155342,0.01305371659156936,2.196625612909812,8379.0,0.106347633
10,2.108542348706435,0.24753669518249488,5.793358757285583,6710.0,0.092994851
11,5.011362639270341,1.6277848605620426,9.953646734888393,14590.0,0.55069646
1,NaN,NaN,NaN,0.0,0.0
2,2.1111897235175494,0.046364576369085884,8.295943365219038,2429.0,0.07078964
3,1.9588848304268582,0.054761041922210624,7.241574040115198,2462.0,0.160670559
4,2.685349282705271,0.07516307373259672,9.866879680912977,1822.0,0.359004851
5,3.539858332572048,0.07647219404596253,13.693050967105135,1422.0,0.047374288
6,4.14758470076437,0.11922118794483474,15.414925571651878,1219.0,0.048818261
7,4.515968424651889,0.12045676751863019,16.52090138722856,1079.0,0.044069971
8,5.064206405345246,0.11392958353487392,18.597259369999676,1039.0,0.043605992
9,4.865837401478281,0.12350212412946796,17.671998833279822,1013.0,0.037280392
10,5.0395223704590935,0.15310471809500623,17.516061692209828,1002.0,0.034753413
11,4.783130340688922,0.05774136621471648,20.506217045748468,1003.0,0.073095945
1,NaN,NaN,NaN,0.0,0.0
2,3.836430559701526,0.4293590593697419,11.060332921640194,5083.0,0.076025277
3,4.404431871300609,1.1519581418269094,9.551370065415377,12137.0,0.11587812
4,1.2915559420588536,0.17611928706937727,3.4967595115434715,9698.0,0.156128112
5,6.026429306217624,3.361247396430818,9.84899363799048,49222.0,1.039650264
6,2.0424676744919528,0.9933798440440925,3.4139136674016908,41311.0,0.400389168
7,0.6368685925068421,0.21752695890989446,1.341783474187851,45605.0,0.823447157
8,5.169844874184088,3.7492091798101574,6.7020166532588314,170274.0,2.315145569
9,0.6147851408346262,0.32195045164967395,1.013487140855807,105927.0,1.06232188
10,2.55978453966454,1.961883526642365,3.2461069853971387,222796.0,3.104988551
11,1.6468435120637184,1.2308956378860196,2.1068200583526835,260063.0,3.274773347
1,NaN,NaN,NaN,0.0,0.0
2,3.6812778351281397,0.41244965857791893,10.970107498983415,5114.0,0.067972257
3,1.2763878621204454,0.0382058224586378,5.126114909488589,4005.0,0.054431179
4,5.515196660941345,1.7058885959735053,11.652270199795428,15761.0,0.148628973
5,7.185437863945201,4.0995964884363865,11.236399037428765,61167.0,0.83973485
6,3.813765607048707,2.474243823339174,5.506731860833778,80289.0,0.717153734
7,1.9837554713636278,1.3267645388792408,2.699199026143556,114588.0,1.604909795
8,0.8920357624320623,0.5497438023176223,1.3529797537540311,124313.0,1.692817592
9,4.748771927318283,0.0,8.504841150682786,594764.0,7.332932862
10,NaN,0.0,0.0,0.0,0.0
11,NaN,0.0,0.0,0.0,0.0
1,NaN,NaN,NaN,0.0,0.0
2,15.988586475248393,8.34032087080282,28.05085985826123,278388.0,2.641179808
3,3.501032236043657,1.9646177923082673,5.342482021090671,55310.0,0.453041164
4,4.930584162033927,3.708296280914838,6.403912245554907,191455.0,1.8886154
5,1.08028274460123,0.0,13.980502038895553,474848.0,5.629053188
6,NaN,0.0,0.0,0.0,0.0
7,NaN,0.0,0.0,0.0,0.0
8,NaN,0.0,0.0,0.0,0.0
9,NaN,0.0,0.0,0.0,0.0
10,NaN,0.0,0.0,0.0,0.0
11,NaN,0.0,0.0,0.0,0.0
1,NaN,NaN,NaN,0.0,0.0
2,0.9764254291944683,0.028797202049570123,3.739078143543276,4932.0,0.081643906
3,3.173057540378476,0.8782722501186222,6.9846529454700494,12571.0,0.115439634
