week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence
1,NaN,NaN,NaN,0.0,0.0,1.0
2,2.086901581098685,0.07047001321544369,7.924898951395175,2476.0,0.761156202,0.0
3,12.249968825340854,5.837095248718305,20.920504570515938,106145.0,1.24160272,10.0
4,6.162802266047715,3.922412529826625,8.910572041989369,88806.0,1.222081662,24.0
5,0.8593526526884329,0.38278006318418534,1.479895748528892,63058.0,0.505600606,8.0
6,3.291558344537586,2.4174028907135487,4.270301933054926,161896.0,1.820314864,47.0
7,0.4851065909185496,0.24543361165200203,0.7990954727049056,124090.0,1.567910817,10.0
8,0.7382556307340667,0.43669704209832655,1.125345338041753,137020.0,1.694885317,16.0
9,3.163011357099425,2.4583400203061037,3.9936174491432923,236397.0,3.152416749,71.0
10,0.5426117263422685,0.0,3.6088878811170377,80113.0,0.75259594,132.0
11,NaN,0.0,0.0,0.0,0.0,114.0
1,NaN,NaN,NaN,0.0,0.0,1.0
2,3.7686286014888353,0.3887375215286358,10.418409261345955,4690.0,0.110700118,1.0
3,2.294367719831872,0.28062752586359185,6.311210832241855,5930.0,0.065680719,1.0
4,3.5228802824161964,1.0124080391291947,7.653820556218156,12140.0,0.317731916,3.0
5,3.1965810004650344,1.1489391631224626,6.150988616032601,17719.0,0.161359307,5.0
6,4.676433021956456,2.7385407535137225,7.106198712860489,57593.0,0.682639373,16.0
7,2.63358089615268,1.6261719666847043,3.9536715886106055,71895.0,0.612715477,20.0
8,3.9821965049930523,3.0099476066057775,5.0267547326264665,196469.0,2.161746692,59.0
9,1.9766234120260697,0.0,12.433562674217717,633565.0,7.786902636,557.0
10,NaN,0.0,0.0,0.0,0.0,1082.0
11,NaN,0.0,0.0,0.0,0.0,1762.0
1,NaN,NaN,NaN,0.0,0.0,1.0
2,2.079790814638918,0.02762012983038032,7.79471561461483,2468.0,0.048666615,0.0
3,1.959828322582005,0.06067270462197472,7.5018401427213215,2581.0,0.037380634,0.0
4,2.534841631210218,0.08554239053801797,10.132855323169345,1916.0,0.037256762,0.0
5,3.48670953510553,0.10637196832201727,11.609284393871388,1434.0,0.035731616,0.0
6,4.1194935743026795,0.10784951933608213,15.43385195331371,1200.0,0.029373218,0.0
7,4.88578521811185,0.12409801805165997,18.679355657940583,1070.0,0.030817703,0.0
8,4.89640653751013,0.10152863720733882,17.285518404887657,1024.0,0.064763778,0.0
9,5.0068776810581825,0.11192077554769199,17.571849597219973,1016.0,0.036664767,0.0
10,4.981373733843646,0.0974640689194028,17.901719618800726,1011.0,0.27471053,0.0
11,5.116160273609157,0.10950111081082656,17.764182551488343,1001.0,0.235363305,0.0
1,NaN,NaN,NaN,0.0,0.0,1.0
2,2.06097493837322,0.04423363197535551,7.7669063764147355,2406.0,0.055570009,0.0
3,3.4987595016281112,0.45174966782377624,9.336346761070576,4998.0,0.099542775,1.0
4,6.622341797089667,2.2303881953789775,13.417115262278882,21293.0,0.387555287,5.0
5,0.5166735693438436,0.018604972562003903,1.8506840569106573,9514.0,0.132690427,0.0
6,8.837299525586433,5.824226704026688,12.74671876454866,140059.0,1.650624857,27.0
7,1.079310625772007,0.48996973739738997,1.865235370292839,60108.0,0.520685079,9.0
8,4.12193832334171,3.1177857192270757,5.2572946732511765,201993.0,1.998330754,60.0
9,1.1733825147034989,0.8103120753748101,1.5784677643345073,187474.0,2.17994104,31.0
10,1.4188147586839974,0.0,9.42878195222532,372156.0,4.404215112,475.0
11,NaN,0.0,0.0,0.0,0.0,31.0
1,NaN,NaN,NaN,0.0,0.0,1.0
2,2.1193929325671537,0.07516723105719077,7.721808194165628,2472.0,0.048620845,0.0
3,3.63430223815316,0.5286139556126002,9.57223804713925,5277.0,0.05410336,1.0
4,2.76045159466993,0.3331258080895161,7.479840876354498,5605.0,0.104478053,1.0
5,2.1789977479271108,0.23565683402124563,5.960445652087473,6403.0,0.331274291,1.0
6,2.6395091377452493,0.5954089260680782,6.562415011773497,9462.0,0.342257517,2.0
7,10.275288778267315,6.163162185954794,15.696825664363889,122840.0,1.334713656,22.0
8,11.048013078574106,9.051147585990728,13.280040135559332,753430.0,8.651062882,127.0
9,0.4427640855984513,0.0,7.290468333171626,94512.0,0.856010834,419.0
10,NaN,0.0,0.0,0.0,0.0,99.0
11,NaN,0.0,0.0,0.0,0.0,915.0
1,NaN,NaN,NaN,0.0,0.0,2.0
2,3.5159154801460115,0.8028118936865516,8.301984629294523,8281.0,0.093206096,2.0
3,11.839364831289528,7.800950655043014,16.957754518758303,206173.0,2.048359333,27.0
4,2.0561594010243205,0.0,19.771648192537903,785547.0,8.212634366,354.0
5,NaN,0.0,0.0,0.0,0.0,976.0
6,NaN,0.0,0.0,0.0,0.0,674.0
7,NaN,0.0,0.0,0.0,0.0,1069.0
8,NaN,0.0,0.0,0.0,0.0,2968.0
9,NaN,0.0,0.0,0.0,0.0,4003.0
10,NaN,0.0,0.0,0.0,0.0,33008.0
11,NaN,0.0,0.0,0.0,0.0,7368.0
1,NaN,NaN,NaN,0.0,0.0,1.0
2,5.396367854327641,1.0766785930203027,13.889104555688467,8803.0,0.091667649,2.0
3,6.580222556714859,2.9404269825520633,12.302478127695684,30974.0,0.297464238,8.0
4,12.260157750316617,9.230636416674958,15.73997452762696,480845.0,5.597203336,67.0
5,0.6308764177690811,0.34686675506345505,1.0043451895345623,130421.0,1.118275305,13.0
6,0.5022695658638376,0.27311811703815075,0.7804019961670746,159915.0,2.02171086,13.0
7,1.6876882495803698,1.2249479848886877,2.222066687802408,182934.0,1.800227871,41.0
8,0.006164197065527988,0.0,0.10540649211679254,6109.0,0.113151736,2.0
9,NaN,0.0,0.0,0.0,0.0,560.0
10,NaN,0.0,0.0,0.0,0.0,384.0
11,NaN,0.0,0.0,0.0,0.0,1184.0
1,NaN,NaN,NaN,0.0,0.0,1.0
2,1.9926024678949998,0.04272929266968515,6.797645077033818,2429.0,0.057573274,0.0
3,4.879749652654086,0.9827045000281291,12.198091126902613,8736.0,0.299881451,2.0
4,2.8976542042281532,0.5662255351374813,6.973668758059235,9268.0,0.086877409,2.0
