week,meanRt,lowerRt,upperRt,reportedWeeklyI
1,NaN,NaN,NaN,3.0
2,1.1478611905707812,0.32887270715745176,2.727674500141572,3.0
1,NaN,NaN,NaN,3.0
2,1.1609893522206802,0.3117710945842149,2.7914208435450716,3.0
1,NaN,NaN,NaN,3.0
2,1.1771226682782745,0.31760072319792215,2.8193627885795847,3.0
1,NaN,NaN,NaN,3.0
2,1.1943539214575598,0.30737981224471816,2.8843691577642563,3.0
1,NaN,NaN,NaN,3.0
2,1.1952506657124309,0.3220565088829262,2.872898672953019,3.0
1,NaN,NaN,NaN,3.0
2,1.2064233173121641,0.31456564891148925,2.9892718743261435,3.0
1,NaN,NaN,NaN,3.0
2,1.22906867557275,0.2983719306065532,2.9982156892674268,3.0
1,NaN,NaN,NaN,3.0
2,1.2276246037988847,0.3092547640091589,3.028035436794596,3.0
1,NaN,NaN,NaN,3.0
2,1.2688205521858837,0.32104052359778706,3.2353235296159637,3.0
1,NaN,NaN,NaN,3.0
2,1.2538863272987342,0.30818993513248244,3.142217598887659,3.0
1,NaN,NaN,NaN,3.0
2,1.2632257260704305,0.2991953489986599,3.2486310084355714,3.0
1,NaN,NaN,NaN,4.0
2,0.9800819887475807,0.40331885680932467,1.7998998398171622,4.0
1,NaN,NaN,NaN,4.0
2,0.9952307728464502,0.39831094798826044,1.856945185499323,4.0
1,NaN,NaN,NaN,4.0
2,1.0170133326300026,0.3904307549908981,1.9504747649645628,4.0
1,NaN,NaN,NaN,4.0
2,1.0246845849688266,0.39096742570739457,2.005108895959553,4.0
1,NaN,NaN,NaN,4.0
2,1.0464370534570686,0.38573381713092647,2.0947403452203583,4.0
1,NaN,NaN,NaN,4.0
2,1.0691606346234643,0.38466424458524123,2.169568308783795,4.0
1,NaN,NaN,NaN,4.0
2,1.0827180611490255,0.38095832155619663,2.2648329189382004,4.0
1,NaN,NaN,NaN,4.0
2,1.1085160762831692,0.3823340745026331,2.375395477583155,4.0
1,NaN,NaN,NaN,4.0
2,1.116239894071195,0.3764323442291527,2.3818009278152124,4.0
1,NaN,NaN,NaN,4.0
2,1.1382404822886076,0.37821027187566475,2.5227407743318384,4.0
1,NaN,NaN,NaN,4.0
2,1.1506733001050184,0.3666560542445846,2.568499873725989,4.0
1,NaN,NaN,NaN,4.0
2,1.164099769606652,0.37614697952080095,2.6317945536821576,4.0
1,NaN,NaN,NaN,4.0
2,1.1759733728878263,0.37318168169955146,2.676027202812685,4.0
1,NaN,NaN,NaN,4.0
2,1.1777593073599908,0.361122064029353,2.7164344143025465,4.0
1,NaN,NaN,NaN,4.0
2,1.2134625314282923,0.3643920424338941,2.817154260900706,4.0
1,NaN,NaN,NaN,4.0
2,1.2167560545698606,0.35559898302980747,2.861119002081955,4.0
1,NaN,NaN,NaN,4.0
2,1.2178301707602837,0.3507371093441225,2.852930381871186,4.0
1,NaN,NaN,NaN,4.0
2,1.2320602468752864,0.3649073003261103,2.873104901284838,4.0
1,NaN,NaN,NaN,4.0
2,1.2399224054430995,0.3582279010038981,2.9076352197549222,4.0
1,NaN,NaN,NaN,5.0
2,0.9834795050891039,0.44871284205084505,1.6962663062711916,5.0
1,NaN,NaN,NaN,5.0
2,0.9964035141949701,0.44813843747906246,1.7570195919958456,5.0
1,NaN,NaN,NaN,5.0
2,1.0161525061102388,0.4408718482156512,1.8218075718107967,5.0
1,NaN,NaN,NaN,5.0
2,1.0344007719251438,0.43753899663969115,1.9129774375834412,5.0
1,NaN,NaN,NaN,5.0
2,1.038230968507488,0.4365029514477497,1.955975384950621,5.0
1,NaN,NaN,NaN,5.0
2,1.0578844153527382,0.4319949970796992,2.0188843158297667,5.0
1,NaN,NaN,NaN,5.0
2,1.0768078383838822,0.4302074824574236,2.122166830657217,5.0
1,NaN,NaN,NaN,5.0
2,1.088946801847968,0.4158712164863659,2.2179396396866675,5.0
1,NaN,NaN,NaN,5.0
2,1.0937158477109763,0.41879543657095436,2.20443404419147,5.0
1,NaN,NaN,NaN,5.0
2,1.1138126775137729,0.4214086339094866,2.3104247089106615,5.0
1,NaN,NaN,NaN,5.0
2,1.1291221804529397,0.41931448037991914,2.3330798893929114,5.0
1,NaN,NaN,NaN,5.0
2,1.1381546546099268,0.40826082284127824,2.3908944920555717,5.0
1,NaN,NaN,NaN,5.0
2,1.1575942667722021,0.4110978174316356,2.482734425772273,5.0
1,NaN,NaN,NaN,5.0
2,1.163471866298956,0.4055922096621202,2.566450963158122,5.0
1,NaN,NaN,NaN,5.0
2,1.1783746111079227,0.40838128070582486,2.5537284524467383,5.0
1,NaN,NaN,NaN,5.0
2,1.1855245874071965,0.4040807790416872,2.6251865787524964,5.0
1,NaN,NaN,NaN,5.0
2,1.202548905667943,0.3927627195653662,2.726979778734075,5.0
1,NaN,NaN,NaN,5.0
2,1.2100549862811396,0.3971640719281712,2.78988756179296,5.0
1,NaN,NaN,NaN,5.0
2,1.2260279286018656,0.40915446976011066,2.7448844370490315,5.0
1,NaN,NaN,NaN,6.0
2,0.9855704324753124,0.4873807164986263,1.630995438474605,6.0
1,NaN,NaN,NaN,6.0
2,0.9971075314212198,0.4817451643686507,1.6896845430229834,6.0
1,NaN,NaN,NaN,6.0
2,1.0055675042145367,0.47546016263852797,1.7260255113120437,6.0
1,NaN,NaN,NaN,6.0
2,1.024560695712868,0.4696876017285855,1.8010447500460778,6.0
1,NaN,NaN,NaN,6.0
2,1.0344443256541276,0.47371223933486867,1.8357673214118515,6.0
1,NaN,NaN,NaN,6.0
2,1.0455813326139658,0.46672921407853274,1.9306209243874017,6.0
1,NaN,NaN,NaN,6.0
2,1.055370241054517,0.46162570199187924,1.9569106564800447,6.0
1,NaN,NaN,NaN,6.0
2,1.0660953851120614,0.45621515296481174,2.0314345595389867,6.0
1,NaN,NaN,NaN,6.0
2,1.0838810167700061,0.4485194946526979,2.1018961848136573,6.0
1,NaN,NaN,NaN,6.0
2,1.0967944241555685,0.45542917735399896,2.1435607839786424,6.0
1,NaN,NaN,NaN,6.0
2,1.1049275920995179,0.44435153923327136,2.1997697048499916,6.0
1,NaN,NaN,NaN,6.0
2,1.1199041742835496,0.440896219144089,2.2603171027686506,6.0
1,NaN,NaN,NaN,6.0
2,1.1333285055197746,0.44544570794576777,2.2990914006828542,6.0
1,NaN,NaN,NaN,6.0
2,1.1375836248458218,0.4372921916956369,2.3449924924189065,6.0
1,NaN,NaN,NaN,6.0
2,1.150528506543465,0.43168584384488745,2.453925420537723,6.0
1,NaN,NaN,NaN,6.0
2,1.1701410197972781,0.42347554197809195,2.4695346719564126,6.0
1,NaN,NaN,NaN,6.0
2,1.1701016665111037,0.4252016794668539,2.4382379700172114,6.0
1,NaN,NaN,NaN,6.0
2,1.1821839792991236,0.4169136214219926,2.55749190207047,6.0
1,NaN,NaN,NaN,6.0
2,1.1848105607857817,0.4249314553403332,2.576045703024814,6.0
1,NaN,NaN,NaN,7.0
2,0.9829620845540366,0.5195771923652853,1.564666743645592,7.0
1,NaN,NaN,NaN,7.0
2,0.9991220010578754,0.5125533695693746,1.6366299723342304,7.0
1,NaN,NaN,NaN,7.0
2,1.0043026647345747,0.5113389362798325,1.671740690309931,7.0
1,NaN,NaN,NaN,7.0
2,1.0163874085919733,0.5061931526823512,1.7273849221547788,7.0
1,NaN,NaN,NaN,7.0
2,1.0311435006918444,0.4949370949966885,1.7820596358865193,7.0
1,NaN,NaN,NaN,7.0
2,1.0423268369979102,0.490006162407445,1.8385239105731677,7.0
1,NaN,NaN,NaN,7.0
2,1.0568001054017402,0.4883029945072246,1.89431887961512,7.0
1,NaN,NaN,NaN,7.0
2,1.0656002350383322,0.48079350946754057,1.9502186180090766,7.0
1,NaN,NaN,NaN,7.0
2,1.0727482774904733,0.4745683747502088,1.9838912234839832,7.0
1,NaN,NaN,NaN,7.0
2,1.0874614936941136,0.4819939553640939,2.0497414366082927,7.0
1,NaN,NaN,NaN,7.0
2,1.094171817121106,0.47301308009183374,2.0761240660141413,7.0
1,NaN,NaN,NaN,7.0
2,1.1081721977937162,0.4788584002243884,2.1488732343480743,7.0
1,NaN,NaN,NaN,7.0
2,1.1098801018787767,0.4700665063231881,2.1643521627934508,7.0
1,NaN,NaN,NaN,7.0
2,1.1224504584286192,0.4664946381665342,2.213262180248016,7.0
1,NaN,NaN,NaN,7.0
2,1.1334398577279612,0.4553213828557628,2.270225673158243,7.0
1,NaN,NaN,NaN,7.0
2,1.1454578183188946,0.46662343229846515,2.340473548293211,7.0
1,NaN,NaN,NaN,7.0
2,1.1590892861021431,0.4553087781522725,2.3691366707259123,7.0
1,NaN,NaN,NaN,7.0
2,1.1699750529777753,0.46279111586303456,2.4247680215471035,7.0
1,NaN,NaN,NaN,7.0
2,1.183907384142732,0.45290702935963817,2.4735587731312423,7.0
1,NaN,NaN,NaN,8.0
2,0.9894468537314876,0.5455155037159938,1.5627788893788945,8.0
1,NaN,NaN,NaN,8.0
2,1.0018591663116976,0.5403700885018494,1.5880277152773972,8.0
1,NaN,NaN,NaN,8.0
2,1.0081731308215616,0.5371159526782872,1.6333567487857725,8.0
1,NaN,NaN,NaN,8.0
2,1.0163265292180592,0.5319556041941508,1.6711322528363048,8.0
1,NaN,NaN,NaN,8.0
2,1.0282090946870464,0.5196899218801018,1.7169115448984928,8.0
1,NaN,NaN,NaN,8.0
2,1.03604085426276,0.5176507959394914,1.747530214994212,8.0
1,NaN,NaN,NaN,8.0
2,1.0420303527975059,0.5155226080811779,1.8127297002195326,8.0
1,NaN,NaN,NaN,8.0
2,1.0591820784426103,0.5059416139904237,1.8746309735970348,8.0
1,NaN,NaN,NaN,8.0
2,1.0584715175924797,0.5047713385552068,1.8809501570943123,8.0
1,NaN,NaN,NaN,8.0
2,1.0678091097976596,0.4977833552244738,1.9248982915268822,8.0
1,NaN,NaN,NaN,8.0
2,1.0828402533190893,0.502770958724647,1.9770644245599298,8.0
1,NaN,NaN,NaN,8.0
2,1.0952176430204001,0.4938531297298856,2.06419941878707,8.0
1,NaN,NaN,NaN,8.0
2,1.10080091511645,0.4935979361227804,2.0207277185165813,8.0
1,NaN,NaN,NaN,8.0
2,1.1058907546289989,0.4837237449170426,2.0878272732824836,8.0
1,NaN,NaN,NaN,8.0
2,1.120279688864042,0.48149021290700655,2.208309781665618,8.0
1,NaN,NaN,NaN,8.0
2,1.1272695895851428,0.4856782005818874,2.2059236211497737,8.0
1,NaN,NaN,NaN,8.0
2,1.141001053884905,0.48761197752435487,2.2595540162818843,8.0
1,NaN,NaN,NaN,8.0
2,1.1497609440014216,0.46186189838728237,2.3350159634016165,8.0
1,NaN,NaN,NaN,8.0
2,1.1556011549173304,0.477625565589948,2.3016566211879144,8.0
1,NaN,NaN,NaN,9.0
2,0.9884875288710843,0.5641590753020189,1.5069702855942992,9.0
1,NaN,NaN,NaN,9.0
2,0.9961906246112537,0.5561710342901762,1.549884266183149,9.0
1,NaN,NaN,NaN,9.0
2,1.0013730294490806,0.5495641152248589,1.5804570186158948,9.0
1,NaN,NaN,NaN,9.0
2,1.0172622671792855,0.5535309481539794,1.6431815253307234,9.0
1,NaN,NaN,NaN,9.0
2,1.0264893921766325,0.5432275242264314,1.6748170069050143,9.0
1,NaN,NaN,NaN,9.0
2,1.0309943210495442,0.5359069381271455,1.7044319514670827,9.0
1,NaN,NaN,NaN,9.0
2,1.0367359554065507,0.5370852373933765,1.7396274420652666,9.0
1,NaN,NaN,NaN,9.0
2,1.0505755361604092,0.5330073686755245,1.7835367817743009,9.0
1,NaN,NaN,NaN,9.0
2,1.05656262946,0.5308629287670776,1.8194706457140952,9.0
1,NaN,NaN,NaN,9.0
2,1.0624987046947014,0.5174909277609121,1.8676239708489837,9.0
1,NaN,NaN,NaN,9.0
2,1.0675312932880394,0.5137045325483685,1.901251156733825,9.0
1,NaN,NaN,NaN,9.0
2,1.082132677927411,0.517969347296868,1.9512242034098841,9.0
1,NaN,NaN,NaN,9.0
2,1.0871613777922426,0.5117688720269538,1.9969734973079407,9.0
1,NaN,NaN,NaN,9.0
2,1.0980541748038743,0.5103012162856257,1.997684948121068,9.0
1,NaN,NaN,NaN,9.0
2,1.1050288208829957,0.5056673145770572,2.0615419822749455,9.0
1,NaN,NaN,NaN,9.0
2,1.1112125472596293,0.4907478342944033,2.084500415433644,9.0
1,NaN,NaN,NaN,9.0
2,1.1243338702844328,0.49244304855452564,2.1623487878822454,9.0
1,NaN,NaN,NaN,9.0
2,1.123641989385121,0.49003473781218393,2.1426083703397496,9.0
1,NaN,NaN,NaN,9.0
2,1.1462087819239604,0.4988183193593177,2.277208118338485,9.0
1,NaN,NaN,NaN,10.0
2,0.9918606127726474,0.5893126516511509,1.4962402725004362,10.0
1,NaN,NaN,NaN,10.0
2,0.9984131084027023,0.581792919398056,1.5105044126886131,10.0
1,NaN,NaN,NaN,10.0
2,1.006322023972102,0.5718334546290095,1.5565903836864152,10.0
1,NaN,NaN,NaN,10.0
2,1.0142009242938899,0.5718057026996166,1.5948152387638028,10.0
1,NaN,NaN,NaN,10.0
2,1.0200073207944957,0.5652445831741504,1.6252120023242478,10.0
1,NaN,NaN,NaN,10.0
2,1.0287982976425287,0.5578371698990083,1.6572600045339072,10.0
1,NaN,NaN,NaN,10.0
2,1.0386271681228574,0.5538364915935233,1.704100196255289,10.0
1,NaN,NaN,NaN,10.0
2,1.0424842423392855,0.5506306668695602,1.7166951002330681,10.0
1,NaN,NaN,NaN,10.0
2,1.047161017490863,0.5466456365785273,1.78266966696834,10.0
1,NaN,NaN,NaN,10.0
2,1.0574643414958953,0.5370300253224808,1.805944133440018,10.0
1,NaN,NaN,NaN,10.0
2,1.0652893646887776,0.5340281155684712,1.8247004600126475,10.0
1,NaN,NaN,NaN,10.0
2,1.0688476193054377,0.5350884219602227,1.8714948143141996,10.0
1,NaN,NaN,NaN,10.0
2,1.0861124107713955,0.5328655339554678,1.938868002474541,10.0
1,NaN,NaN,NaN,10.0
2,1.0819686194262657,0.5222371825205961,1.9364637981883157,10.0
1,NaN,NaN,NaN,10.0
2,1.0921514849991858,0.5276052322877648,1.9785274789467038,10.0
1,NaN,NaN,NaN,10.0
2,1.0928923341810988,0.5127782698172932,2.002003874558764,10.0
1,NaN,NaN,NaN,10.0
2,1.1096977783092714,0.5202638346461494,2.041389172519327,10.0
1,NaN,NaN,NaN,10.0
2,1.1150419251726629,0.510131963793838,2.0493507116767167,10.0
1,NaN,NaN,NaN,10.0
2,1.1318229889648672,0.5172264567748182,2.185066461047516,10.0
1,NaN,NaN,NaN,11.0
2,0.9927447339628896,0.601790214599777,1.4625166533170322,11.0
1,NaN,NaN,NaN,11.0
2,0.9954318169802658,0.5959528100630996,1.487831272766553,11.0
1,NaN,NaN,NaN,11.0
2,1.0028983207952946,0.5879104488105135,1.518158764780071,11.0
1,NaN,NaN,NaN,11.0
2,1.009229117974168,0.5781616838562218,1.5632654900581744,11.0
1,NaN,NaN,NaN,11.0
2,1.0207671209323173,0.5859100967609288,1.5960232765769422,11.0
1,NaN,NaN,NaN,11.0
2,1.0268192423358469,0.5783543041806816,1.6201411304275588,11.0
1,NaN,NaN,NaN,11.0
2,1.0331918348132945,0.5649734396418968,1.6498706893680164,11.0
1,NaN,NaN,NaN,11.0
2,1.0408063286590619,0.5648344418608415,1.6893301542692583,11.0
1,NaN,NaN,NaN,11.0
2,1.0451963158779516,0.565069939953579,1.7186936169191889,11.0
1,NaN,NaN,NaN,11.0
2,1.0508014047050867,0.5633692897008827,1.7512520366308402,11.0
1,NaN,NaN,NaN,11.0
2,1.0569770193828718,0.5487577092284286,1.7616154800978854,11.0
1,NaN,NaN,NaN,11.0
2,1.065024841592533,0.5433682933726747,1.8202942267568267,11.0
1,NaN,NaN,NaN,11.0
2,1.0690731628482602,0.5441785192747096,1.8326096561510403,11.0
1,NaN,NaN,NaN,11.0
2,1.0742603881693253,0.54172177651986,1.852820094995678,11.0
1,NaN,NaN,NaN,11.0
2,1.0860993446941214,0.533122544221718,1.91525207341264,11.0
1,NaN,NaN,NaN,11.0
2,1.0799499130078056,0.5292435329435587,1.9212180629001208,11.0
1,NaN,NaN,NaN,11.0
2,1.0982029079061228,0.5276544643818257,1.9570517127993483,11.0
1,NaN,NaN,NaN,11.0
2,1.1085019848665065,0.5253805910930899,2.0227656015719058,11.0
1,NaN,NaN,NaN,11.0
2,1.1127776411406636,0.5151930710963339,2.0924796199838394,11.0
1,NaN,NaN,NaN,12.0
2,0.990432181356498,0.613969822464387,1.4369533117029334,12.0
1,NaN,NaN,NaN,12.0
2,0.9977578539976112,0.6130844288298741,1.458765269241487,12.0
1,NaN,NaN,NaN,12.0
2,1.0084355835430174,0.6143582352231285,1.5005842879809306,12.0
1,NaN,NaN,NaN,12.0
2,1.0100617489206156,0.6027276451238658,1.5230948230848114,12.0
1,NaN,NaN,NaN,12.0
2,1.016778681768396,0.5955219683262813,1.564904941780724,12.0
1,NaN,NaN,NaN,12.0
2,1.0200131966040609,0.5849507802401581,1.5986640035082258,12.0
1,NaN,NaN,NaN,12.0
2,1.0310019324381703,0.5781272268017044,1.6397523819708901,12.0
1,NaN,NaN,NaN,12.0
2,1.034087098821983,0.588941566092842,1.6434376291971484,12.0
1,NaN,NaN,NaN,12.0
2,1.0411217147631122,0.5624706087363772,1.6808767417577983,12.0
1,NaN,NaN,NaN,12.0
2,1.0491588841028319,0.575823718262322,1.6977454105534386,12.0
1,NaN,NaN,NaN,12.0
2,1.050843562037953,0.560837490652569,1.7448428929655277,12.0
1,NaN,NaN,NaN,12.0
2,1.0652513037855704,0.5627524813285729,1.7686025316385852,12.0
1,NaN,NaN,NaN,12.0
2,1.066165217811576,0.558883103934069,1.8117030918429087,12.0
1,NaN,NaN,NaN,12.0
2,1.0688961835325712,0.5616349184252517,1.8341290188090853,12.0
1,NaN,NaN,NaN,12.0
2,1.0781643165107595,0.5642857043777059,1.8635599270701662,12.0
1,NaN,NaN,NaN,12.0
2,1.085473339265014,0.5481733866444632,1.8879305296508848,12.0
1,NaN,NaN,NaN,12.0
2,1.0940350950498754,0.5537799154440478,1.9243924004924549,12.0
1,NaN,NaN,NaN,12.0
2,1.0953223096487377,0.5386834517428557,1.9666119380681355,12.0
1,NaN,NaN,NaN,12.0
2,1.1030238192254234,0.5383566387544183,1.9624392683774983,12.0
1,NaN,NaN,NaN,13.0
2,0.9910074028513834,0.6311731397637104,1.415748143485514,13.0
1,NaN,NaN,NaN,13.0
2,0.9980927712389666,0.6267362306544232,1.4555983667916759,13.0
1,NaN,NaN,NaN,13.0
2,1.0016120747848736,0.6186515907974849,1.4749719552510487,13.0
1,NaN,NaN,NaN,13.0
2,1.0102510940171956,0.6115192114941035,1.5183136695140047,13.0
1,NaN,NaN,NaN,13.0
2,1.014962386236287,0.6116720659959415,1.5378705388006664,13.0
1,NaN,NaN,NaN,13.0
2,1.020807557158204,0.6006498449398265,1.5567232343536932,13.0
1,NaN,NaN,NaN,13.0
2,1.029246806029394,0.5908756412459497,1.595149070193952,13.0
1,NaN,NaN,NaN,13.0
2,1.0287223021128808,0.5864017297360656,1.6255867871195664,13.0
1,NaN,NaN,NaN,13.0
2,1.0422264149239806,0.5898610958618664,1.6739734869870546,13.0
1,NaN,NaN,NaN,13.0
2,1.0424409533200742,0.5834898762888726,1.6605395216169434,13.0
1,NaN,NaN,NaN,13.0
2,1.0488073666369044,0.5755467029905974,1.7196262678116514,13.0
1,NaN,NaN,NaN,13.0
2,1.0584636507251797,0.5737598448319997,1.7532656631829469,13.0
1,NaN,NaN,NaN,13.0
2,1.056494460083587,0.5609148907723244,1.752145460153476,13.0
1,NaN,NaN,NaN,13.0
2,1.0650151941885135,0.5667574258179856,1.796657735995988,13.0
1,NaN,NaN,NaN,13.0
2,1.0691697021192952,0.5644542112693797,1.8206920705307144,13.0
1,NaN,NaN,NaN,13.0
2,1.079225579662312,0.5564687279165983,1.8395415771977233,13.0
1,NaN,NaN,NaN,13.0
2,1.0769149800812066,0.5613916259155027,1.839932999033146,13.0
1,NaN,NaN,NaN,13.0
2,1.085923398928841,0.5521816608638459,1.8739900430920176,13.0
1,NaN,NaN,NaN,13.0
2,1.0891058488234404,0.5443024592402346,1.89039407489402,13.0
1,NaN,NaN,NaN,14.0
2,0.9961012853287776,0.6454754199260422,1.4066396571781166,14.0
1,NaN,NaN,NaN,14.0
2,0.9992890832871474,0.6333658198610674,1.4290570115716035,14.0
1,NaN,NaN,NaN,14.0
2,1.0014997775139312,0.6274232027256311,1.4542961581399987,14.0
1,NaN,NaN,NaN,14.0
2,1.0066186184283807,0.6260317713222172,1.480598645077826,14.0
1,NaN,NaN,NaN,14.0
2,1.0155350940453143,0.616453496338438,1.5266307854468617,14.0
1,NaN,NaN,NaN,14.0
2,1.0173103166083632,0.6153753265914905,1.533881939537853,14.0
1,NaN,NaN,NaN,14.0
2,1.0308845927912713,0.6132622636175854,1.571659483848074,14.0
1,NaN,NaN,NaN,14.0
2,1.0287148674059494,0.6054131483594135,1.5795751098998358,14.0
1,NaN,NaN,NaN,14.0
2,1.0322356671645436,0.6028568856409942,1.5992102300130053,14.0
1,NaN,NaN,NaN,14.0
2,1.03783269268943,0.6004824789264531,1.628753827754517,14.0
1,NaN,NaN,NaN,14.0
2,1.0435613911300103,0.5962852748298277,1.6694274469826604,14.0
1,NaN,NaN,NaN,14.0
2,1.0530345698722146,0.5854844781837134,1.6969376562627214,14.0
1,NaN,NaN,NaN,14.0
2,1.0573116788005668,0.5859190924932526,1.7333520020841051,14.0
1,NaN,NaN,NaN,14.0
2,1.0635108587221813,0.5812342067872349,1.7424392373635036,14.0
1,NaN,NaN,NaN,14.0
2,1.0679736549836483,0.5728244579830344,1.7640722731668779,14.0
1,NaN,NaN,NaN,14.0
2,1.0704618922010838,0.5621185371092465,1.8210874668712314,14.0
1,NaN,NaN,NaN,14.0
2,1.0720118599527475,0.5757334097864417,1.7970617599248981,14.0
1,NaN,NaN,NaN,14.0
2,1.0771778248160462,0.5699937818742664,1.8702750959908983,14.0
1,NaN,NaN,NaN,14.0
2,1.0824385380022676,0.5634218928327792,1.8557555333416609,14.0
1,NaN,NaN,NaN,15.0
2,0.9967054117463123,0.6575946242287302,1.3900436808832697,15.0
1,NaN,NaN,NaN,15.0
2,1.000041228079313,0.6507324121506697,1.4185085734742997,15.0
1,NaN,NaN,NaN,15.0
2,1.0028320384015195,0.6447635034522181,1.4406371487303113,15.0
1,NaN,NaN,NaN,15.0
2,1.0105108721879017,0.640500732641413,1.4749988556058071,15.0
1,NaN,NaN,NaN,15.0
2,1.0172497580607542,0.6297017569499787,1.4962250541616906,15.0
1,NaN,NaN,NaN,15.0
2,1.0193805145801669,0.6263917510418744,1.5193078841593133,15.0
1,NaN,NaN,NaN,15.0
2,1.0252579543135862,0.6174934240769481,1.5518053944838859,15.0
1,NaN,NaN,NaN,15.0
2,1.0288458111248298,0.6207671803934165,1.555711141641802,15.0
1,NaN,NaN,NaN,15.0
2,1.03147857461806,0.6107066952200173,1.5809985271904692,15.0
1,NaN,NaN,NaN,15.0
2,1.037623010097245,0.6083662021491467,1.6182659584052081,15.0
1,NaN,NaN,NaN,15.0
