week,meanRt,lowerRt,upperRt,totalIterations,runTime
1,NaN,NaN,NaN,0.0,0.0
2,3.8067973748736432,0.4532677223028727,10.510909491520943,4865.0,0.427770573
3,2.4600474212530625,0.2740188930080818,6.866695245804689,6133.0,0.056397614
4,1.9388494343084857,0.19047088808158125,5.465890840988833,6765.0,0.064107921
5,1.7171597905502063,0.20437099403678563,4.954561243956726,7377.0,0.071716616
6,1.6810971731947237,0.20078851977046533,4.789528259279427,7594.0,0.497369325
7,1.7139366630913817,0.18361299186537589,4.901193301515351,7637.0,0.07636745
8,1.7048131040311867,0.2265307937570892,5.2238775821917915,7262.0,0.083556846
9,1.6108234254760585,0.228260473686826,4.1210401368739396,8066.0,0.094115505
10,1.6872251750040206,0.2465524495465832,4.8793731362034425,7986.0,0.138130605
11,1.639134573645121,0.16852425056320255,4.5874379881416285,7606.0,0.079373239
