week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedIncidence
1,NaN,NaN,NaN,0.0,0.0,3.0
2,5.354476616907392,2.3849907865784488,9.984439083340146,35643.0,3.400159464,7.0
3,3.774455402516783,2.0371211306133725,5.902412143214385,44515.0,4.041445895,13.0
4,11.991960470232161,9.8533405990451,14.299283797451952,3.012924e6,169.476830064,142.0
5,5.082383134703237,4.487561724152358,5.71726683466166,1.153052e6,67.552027005,284.0
6,1.3763666292967942,1.1803422936233634,1.5841040899871088,668383.0,42.166134668,188.0
7,2.9446130792446215,2.7246119596881138,3.18507586157586,1.955853e6,145.028738133,606.0
8,1.8551544732382275,1.718943035104138,2.0032799823816,1.956741e6,152.250469118,625.0
9,0.19297682347501516,0.15647318364113974,0.23557079137107856,1.367705e6,125.935029817,85.0
10,0.2340980409206989,0.1884575848727201,0.2864292970908053,1.233101e6,120.309868483,86.0
11,0.3656988329342114,0.2947978104245726,0.44199271686331515,814763.0,55.766917185,89.0
